developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
dev_412,3073,17885,2144,80,915,1881,373,"CSS,HTML,PHP,R,Haskell,C++,Rust,Dart,C#,SQL,Shell,JavaScript,Elixir",3.7004,SQL,8,0.991,0.416,0.95,65,0.519,2.85,5.5404,-0.2012,8.41,1,0,0,109,4048,148,0.5604,2
morrisonricky,601,334,49,55,46,9,71,Swift,0.0,Swift,4,0.456,0.1,0.067,29,0.206,2.19,-4.0502,0.1129,1.65,0,0,1,0,201,36,0.1456,0
dev_5326,3151,2347,215,64,290,220,2942,"Scala,CSS,R,Swift,Rust,PHP,JavaScript,C#,C,Haskell,Java,Elixir",3.585,Haskell,11,1.0,0.527,0.584,104,0.785,2.71,3.4156,-0.1735,8.63,1,0,0,116,2883,119,0.4481,2
woodandrew,5336,809,66,322,904,982,1253,"CSS,Lua,Go,Java,C#,Python,SQL,JavaScript,Swift",3.1699,Java,10,0.556,0.807,0.53,88,0.446,3.73,7.4105,-0.1538,14.61,1,0,1,13,5741,56,0.4611,2
scott94,709,52,13,8,8,2,5,Lua,0.0,Lua,0,0.058,0.0,0.0,25,0.325,0.5,3.5819,0.072,1.94,1,0,0,86,26,0,0.0146,0
thomascabrera,1022,7229,790,20,87,15,264,"CSS,Scala,HTML,PHP,Julia,JavaScript,Java,Python,Haskell,TypeScript,Shell,Go",3.585,Shell,14,0.89,0.49,0.625,70,1.0,1.82,0.0701,-0.1758,2.8,1,1,0,102,354,82,0.499,2
dev_6072,2198,1709,84,64,276,135,19,"Scala,R,Ruby,Dart,Kotlin,Python,Go,Swift",3.0,Swift,11,1.0,0.547,0.977,41,0.429,2.8,4.2312,-0.0598,6.02,1,0,0,12,1414,69,0.4708,2
dev_4739,1021,49,2,13,30,44,108,"Julia,HTML,Shell,Java",2.0,Java,9,0.436,0.303,0.54,49,0.646,2.78,-1.9503,0.0695,2.8,1,0,1,57,560,78,0.366,1
dev_4230,3170,3136,491,68,280,244,542,"Scala,HTML,R,Rust,Ruby,Dart,SQL,TypeScript,Shell,Java",3.3219,Scala,7,1.0,0.498,0.713,70,0.679,3.12,4.7149,-0.2964,8.68,1,1,1,108,4344,33,0.5128,2
dev_6091,806,98,3,7,6,9,246,"CSS,PHP,C++,Julia,Python,Elixir",2.585,Python,9,0.384,0.279,0.372,5,0.671,1.29,1.4205,0.155,2.21,0,0,0,0,93,54,0.3037,0
brandy46,1155,54,5,8,5,4,87,"R,Python,Kotlin,SQL,TypeScript",2.3219,SQL,0,0.366,0.354,0.442,73,0.181,2.07,2.8338,0.1709,3.16,1,0,0,74,69,38,0.247,0
lori81,2894,16373,2880,129,333,178,1069,"Scala,PHP,C++,Dart,C#,Python,Kotlin,Haskell,Shell",3.1699,Python,11,1.0,1.0,0.78,81,0.977,4.08,4.2173,-0.0892,7.92,1,1,1,28,1594,89,0.581,2
tracy89,2067,1141,31,412,205,189,1008,"CSS,R,PHP,Ruby,Java,Dart,C,Kotlin,JavaScript",3.1699,R,15,0.874,0.2,0.709,66,0.665,3.14,10.423,-0.0209,5.66,1,0,0,126,927,123,0.5031,2
dev_3377,3637,810,158,10,57,14,23,"CSS,R,PHP,C++,C,TypeScript,Shell",2.8074,R,5,0.673,0.293,0.459,58,0.784,2.52,8.5998,0.0217,9.96,1,1,1,138,488,55,0.3944,1
lynn17,566,820,176,9,7,7,435,"Haskell,TypeScript,Kotlin",1.585,Haskell,6,0.023,0.374,0.301,77,0.36,1.81,-3.2951,0.2045,1.55,1,0,0,138,700,0,0.1889,1
johnny19,2250,5025,1494,11,251,399,751,"Scala,R,Julia,Java,C#,SQL,TypeScript,Go",3.0,Scala,18,0.883,0.565,1.0,81,0.642,3.36,6.9356,0.0217,6.16,1,0,0,103,593,83,0.4904,2
marcus42,1306,54,2,10,30,34,8,"CSS,HTML,Rust,Ruby,Julia,Dart,Java",2.8074,CSS,3,0.161,0.223,0.133,24,0.176,2.23,-3.7263,0.1116,3.58,0,0,0,0,57,1,0.18,0
dev_2126,3403,830,1,173,34,45,41,"SQL,Scala,R,Ruby,Dart,Haskell,TypeScript,Shell,JavaScript",3.1699,Shell,6,0.857,0.881,0.748,51,0.409,4.98,12.8285,-0.1757,9.32,0,1,0,0,172,71,0.5195,2
dawn83,2115,5,2,22,78,164,243,"Scala,Lua,Rust,Dart,JavaScript",2.3219,Scala,4,0.224,0.595,0.15,26,0.489,1.03,1.7572,0.0159,5.79,0,1,0,0,394,0,0.2693,1
allison45,63,573,26,13,38,3,168,"Lua,R,HTML,C++,Julia,C#,C,Python,Kotlin,TypeScript,Go,Elixir",3.585,Julia,8,0.77,0.733,0.289,51,0.513,2.21,7.3783,0.1352,0.17,1,0,0,72,75,58,0.4456,1
dev_1506,53,709,20,1,15,15,21,"Scala,C#,Kotlin,Python,Elixir,Shell,Swift",2.8074,Scala,0,0.542,0.0,0.428,3,0.202,0.79,0.3188,0.113,0.15,1,0,0,87,66,0,0.2443,0
jamie02,347,22,3,12,14,13,1,CSS,0.0,CSS,0,0.389,0.244,0.119,18,0.33,1.14,-3.6568,0.2048,0.95,1,0,0,97,17,3,0.131,0
joshua10,2855,317,64,76,39,53,108,"JavaScript,Haskell,C#,Kotlin",2.0,Haskell,3,1.0,0.02,0.465,22,0.479,0.97,8.5893,0.1029,7.82,0,1,0,0,130,69,0.2563,1
abigail36,277,92,6,10,36,27,37,Haskell,0.0,Haskell,0,0.25,0.357,0.0,30,0.352,1.06,-3.2002,0.1392,0.76,0,0,0,0,9,60,0.1244,0
mary25,30,32,4,2,0,0,1,Julia,0.0,Julia,1,0.202,0.113,0.281,7,0.161,1.64,-3.0288,0.2462,0.1,0,0,0,0,36,62,0.104,0
ohurst,2072,1376,189,349,213,260,649,"Scala,Swift,R,Rust,Ruby,Kotlin,Python,Shell,Go,Elixir",3.3219,Swift,9,0.642,0.348,0.237,50,0.577,2.1,4.7036,0.0776,5.67,1,0,1,80,256,85,0.3937,1
michaelday,1556,91,3,7,5,0,580,"Lua,Ruby,C,Haskell,Shell,Swift",2.585,Swift,8,0.676,0.332,0.648,64,0.518,2.3,-0.839,0.0512,4.26,0,0,0,0,520,40,0.304,1
gjohnson,1924,9,0,4,6,2,2,Kotlin,0.0,Kotlin,0,0.0,0.204,0.022,13,0.459,1.22,0.3023,0.161,5.27,0,0,0,0,172,1,0.0564,0
ktownsend,1350,788,27,68,96,150,140,"Lua,R,PHP,Dart,C#,Python,TypeScript,Java",3.0,Dart,6,0.647,0.446,0.711,54,0.781,2.05,1.489,-0.0133,3.7,0,0,1,0,2669,88,0.3442,2
scott43,2412,597,11,17,127,39,79,"Scala,Dart,C#,TypeScript,Shell",2.3219,C#,8,1.0,0.0,0.673,60,0.59,2.01,-0.6718,0.1199,6.6,1,1,1,119,1346,45,0.2514,1
sheila18,1340,207,48,7,123,156,25,"Julia,Dart",1.0,Dart,5,0.633,0.397,0.268,48,0.598,2.56,2.0451,0.1023,3.67,0,0,1,0,25,39,0.2275,1
dev_2277,1631,185,27,12,1,1,249,"Haskell,R,Swift",1.585,Haskell,3,0.252,0.0,0.178,22,0.235,0.5,-1.0757,0.0536,4.47,0,0,0,0,5,0,0.1424,0
dev_9938,2328,436,34,10,54,33,11,"CSS,HTML,PHP,C#,C,Haskell,TypeScript,Go",3.0,TypeScript,5,0.717,0.727,0.683,40,0.486,2.4,1.9676,0.1671,6.37,0,0,1,0,37,19,0.3565,1
traci13,2823,931,36,40,32,41,99,"Scala,R,PHP,Dart,Python,Kotlin,Java,Elixir",3.0,Scala,11,0.85,0.639,0.361,3,0.857,3.83,-1.8628,0.1304,7.73,0,1,1,0,406,50,0.4034,1
dev_587,2069,66,8,50,4,4,199,"Rust,Kotlin,Python,SQL,Swift",2.3219,Python,7,0.766,0.234,0.619,5,0.536,1.57,2.4593,0.139,5.66,1,0,0,23,531,41,0.2909,0
dev_3603,3016,274,16,101,37,44,224,"Shell,Dart,Elixir",1.585,Elixir,8,0.446,0.46,0.533,29,0.649,1.68,8.5462,-0.059,8.26,0,0,1,0,375,78,0.2845,2
dev_8283,1702,3535,217,44,32,40,15437,"CSS,HTML,R,Rust,Python,Haskell",2.585,Python,15,0.618,0.636,0.715,86,0.88,3.19,3.9486,0.0392,4.66,1,0,1,39,878,66,0.4547,1
zachary99,2994,1638,65,108,76,56,105,"TypeScript,R,C,Lua",2.0,R,7,1.0,0.692,0.521,60,0.372,3.75,8.3735,-0.0928,8.2,1,1,0,38,1220,91,0.4125,2
steven24,3500,643,19,8,51,74,70,"HTML,C++,Go,Ruby,C#,Python,JavaScript,Swift",3.0,JavaScript,7,0.341,0.649,0.424,54,0.688,1.77,0.2354,-0.0039,9.58,1,0,1,94,735,50,0.3292,1
kevinblevins,2655,79,22,20,5,9,21,"Dart,C#,Python,TypeScript,JavaScript",2.3219,JavaScript,3,0.565,0.615,0.308,22,0.629,2.11,1.596,-0.0796,7.27,0,0,0,0,97,37,0.3313,1
nwagner,4283,3829,220,764,47,32,333,"CSS,Lua,R,PHP,Rust,Python,C,JavaScript",3.0,R,14,0.966,1.0,0.518,76,0.742,2.91,9.8606,-0.1422,11.73,1,1,1,61,9684,75,0.5031,2
maria94,3789,2418,602,121,157,123,279,"Scala,Swift,PHP,C++,Ruby,Julia,Java,C#,C,Python,Kotlin,Haskell,TypeScript,Go,Elixir",3.9069,C#,9,1.0,0.757,0.961,88,1.0,3.58,11.9951,-0.3,10.37,1,1,1,45,1205,94,0.5478,2
dev_3867,156,186,32,38,7,7,235,Rust,0.0,Rust,0,0.313,0.607,0.146,29,0.379,2.15,0.8476,0.1717,0.43,0,0,0,0,40,32,0.1498,0
michael31,1476,161,29,9,10,1,36,"CSS,Lua,HTML,R,Dart,Python,Haskell,Shell,Java",3.1699,Haskell,2,0.413,0.11,0.278,10,0.589,2.49,-8.0,0.2801,4.04,0,0,0,0,46,47,0.2646,1
iweaver,1290,21,1,25,8,5,15,Haskell,0.0,Haskell,0,0.379,0.606,0.0,30,0.324,2.77,-5.2018,0.0994,3.53,1,0,0,86,850,49,0.175,0
warrendenise,3320,13037,4725,10,651,632,9094,"Lua,HTML,Julia,C#,Kotlin,SQL,TypeScript,JavaScript,Elixir",3.1699,Elixir,13,0.924,0.866,0.883,70,0.875,3.82,8.3105,-0.1133,9.09,1,1,0,15,1191,64,0.6181,2
dev_7941,38,23,0,2,14,18,82,Julia,0.0,Julia,0,0.22,0.231,0.349,13,0.09,0.85,-1.7274,0.199,0.1,0,1,0,0,34,30,0.095,0
harveywillie,1341,1573,53,58,29,0,163,"Ruby,Dart,Shell,Kotlin",2.0,Ruby,0,0.743,0.493,0.172,48,0.497,1.74,3.2592,0.1501,3.67,0,1,0,0,771,94,0.3205,1
jeffrey18,2309,77,3,3,21,29,3,"R,C++,Rust,Dart,Python,Elixir",2.585,Rust,2,0.271,0.324,0.393,20,0.883,2.47,2.0952,0.0289,6.32,1,0,1,43,24,25,0.3035,1
bradywendy,2075,143,9,15,2,3,3,"C,R,Python,C++",2.0,R,4,0.511,0.358,0.0,26,0.311,2.69,-0.1044,0.0898,5.68,0,0,1,0,9,33,0.2398,1
dev_6864,30,47,9,22,23,6,176,"Lua,Rust,C",1.585,C,5,0.723,0.004,0.012,45,0.5,1.95,-0.1706,0.0595,0.1,0,0,1,0,20,44,0.2046,0
hatfieldjustin,2316,273,45,8,15,13,136,"Lua,R,Swift,Kotlin,SQL,Elixir",2.585,R,6,0.446,0.311,0.434,61,0.952,2.97,4.74,0.1602,6.34,1,0,0,33,144,44,0.3575,1
paulsusan,2841,758,43,27,186,177,33,"Lua,PHP,Rust,Dart,C#,C,Kotlin,SQL,JavaScript,Elixir",3.3219,JavaScript,11,0.74,0.58,0.442,106,0.656,3.23,3.0229,-0.1587,7.78,1,1,1,42,2374,64,0.4567,2
dev_128,2556,309,35,66,75,96,90,"PHP,Go,C,JavaScript,Elixir",2.3219,Go,2,0.462,0.438,0.27,37,0.52,2.12,3.8229,0.1099,7.0,0,0,1,0,60,24,0.3172,1
underwoodsharon,1969,275,51,73,37,58,169,"HTML,Shell,C,Elixir",2.0,HTML,11,0.499,0.215,0.313,45,0.568,2.38,2.3189,-0.0239,5.39,1,1,1,15,200,60,0.2321,1
dev_2018,30,60,10,16,22,40,55,"Haskell,Kotlin",1.0,Kotlin,2,0.312,0.0,0.0,17,0.416,1.68,-1.3194,0.0646,0.1,1,0,0,51,36,33,0.1051,0
cody98,1490,71,8,140,4,5,249,"HTML,Ruby,Julia,Java,Dart,Python,C,Haskell,Shell,Go,Swift",3.4594,HTML,3,0.655,0.101,0.256,3,0.469,1.27,-7.3191,-0.0161,4.08,0,1,0,0,120,33,0.351,2
savannah71,997,69,6,7,4,2,7,Haskell,0.0,Haskell,3,0.073,0.022,0.0,47,0.478,1.15,-2.1307,0.1899,2.73,1,0,0,108,68,0,0.1047,0
raven9,425,346,39,5,13,1,252,"Lua,Java,Go",1.585,Go,6,0.62,0.117,0.394,19,0.32,1.63,5.4749,0.0887,1.16,1,0,1,110,351,67,0.2803,1
brookscandace,3693,5734,724,39,519,12,4511,"CSS,PHP,Go,Rust,Python,TypeScript,Java",2.8074,Go,8,0.91,0.415,0.281,76,0.448,3.28,3.4892,-0.0466,10.11,1,0,1,104,1543,92,0.3996,2
dev_3733,394,239,23,31,28,24,36,"CSS,Lua,R,Rust,C,Java",2.585,R,9,0.904,0.401,0.263,76,0.461,2.63,4.5431,-0.0671,1.08,1,1,0,139,287,33,0.3413,1
dev_5992,2227,370,3,20,1,0,35,"Haskell,C++,Dart,C,SQL,TypeScript,Swift",2.8074,C,5,0.846,0.456,0.387,42,0.507,1.98,1.8077,0.1861,6.1,0,1,1,0,144,9,0.3045,1
welchjacqueline,3276,195,30,36,150,101,402,"Lua,Kotlin,Swift",1.585,Swift,11,0.596,0.383,0.595,42,0.747,2.72,7.0344,0.0388,8.97,0,1,0,0,1728,62,0.3477,1
patricia74,3268,9079,2833,143,471,425,343,"CSS,HTML,R,JavaScript,Python,Haskell,Go,Swift",3.0,HTML,10,0.672,0.971,0.548,88,1.0,3.95,2.4502,-0.1914,8.95,1,0,1,77,884,88,0.4804,1
nathan16,2167,136,11,10,9,12,118,"Scala,R,Rust,Go,Julia,JavaScript,Dart,Elixir,SQL,Java,Swift",3.4594,JavaScript,4,0.403,0.197,0.197,72,0.667,2.94,0.5314,-0.0076,5.93,1,0,1,119,321,37,0.3397,1
johnsonsteve,3190,398,15,38,2187,2439,317,"CSS,R,PHP,C++,HTML,Dart,Elixir,Haskell,TypeScript,Shell,Go,Swift",3.585,Shell,7,0.912,0.597,0.202,29,0.569,2.23,-1.4132,-0.0637,8.73,0,0,1,0,1038,68,0.4803,2
dev_144,3571,1559,330,158,1708,1018,161,"R,Haskell,Rust,Go,PHP,Dart,Kotlin,SQL,Java",3.1699,SQL,6,0.809,0.592,0.386,68,0.317,1.73,5.9878,-0.0222,9.78,1,1,0,84,983,101,0.4934,2
dale27,2368,544,81,26,17,21,6,"Lua,Ruby,Dart,Python,TypeScript,Shell",2.585,Dart,5,0.344,0.359,0.323,24,0.632,1.61,-5.2837,0.0117,6.48,0,0,1,0,136,56,0.2303,1
thompsonscott,863,49,11,3,8,13,31,R,0.0,R,0,0.561,0.0,0.0,24,0.156,0.5,-3.1961,0.3665,2.36,0,1,0,0,8,23,0.0495,1
dev_1717,1383,2203,214,125,10,5,10,"CSS,Scala,C++,Dart,Kotlin",2.3219,C++,10,0.337,0.656,0.583,45,0.373,3.36,0.8108,0.0188,3.79,1,0,0,25,10205,38,0.3106,2
wyattfred,30,52,1,5,4,0,1,Ruby,0.0,Ruby,0,0.564,0.0,0.175,3,0.429,2.12,2.0792,0.3405,0.1,0,0,0,0,5,14,0.0985,0
sanchezdennis,2336,3700,710,69,1198,794,48,"Julia,Ruby,C#,C",2.0,C,7,0.489,0.577,0.52,56,0.383,2.71,4.8345,0.0125,6.4,0,0,0,0,865,73,0.3671,2
dev_1368,2308,18,2,7,3,1,12,CSS,0.0,CSS,0,0.0,0.22,0.061,21,0.552,0.5,-3.0315,0.069,6.32,1,0,0,90,7,38,0.0903,0
dev_7838,3179,880,149,31,134,86,5098,"Scala,CSS,Lua,R,C++,HTML,PHP,C#,Haskell,Shell,Go,Swift",3.585,Scala,11,0.677,1.0,0.461,76,0.719,3.47,5.3797,0.012,8.7,1,1,1,111,2786,66,0.5064,2
kyle34,4720,4179,825,81,7,6,280,"Lua,HTML,PHP,R,C++,Rust,Julia,JavaScript,Dart,Elixir,SQL,TypeScript,Shell,Java,Swift",3.9069,Elixir,15,0.855,0.826,0.787,47,0.818,3.38,3.3555,-0.1297,12.92,1,1,0,132,1090,40,0.5492,2
dev_3740,2204,2812,743,23,876,1633,161,"R,C++,Julia,Shell,Go",2.3219,C++,12,0.844,0.46,0.454,74,0.626,3.53,2.5546,-0.0123,6.03,1,1,1,26,23860,67,0.3967,2
ernest12,1809,380,15,3,145,201,14,"Scala,HTML,Rust,C#,C,Python,SQL,TypeScript,JavaScript,Elixir",3.3219,JavaScript,5,0.892,0.52,0.154,32,0.897,2.91,-0.5074,0.01,4.95,1,0,0,114,234,83,0.341,1
charles44,979,563,21,29,11,11,60,"PHP,C++,Rust,Ruby,Dart,C,Haskell,TypeScript,Shell,Java,Swift",3.4594,C++,7,0.427,0.0,0.49,17,0.739,2.48,-0.907,0.0085,2.68,1,1,0,97,428,28,0.3285,1
amy9,2618,11235,838,27,54,32,421,"CSS,Rust,C++,Ruby,Java,C#,Go,Elixir",3.0,Elixir,10,1.0,0.77,0.763,50,0.642,3.48,9.2975,0.1225,7.17,1,1,0,42,2077,87,0.541,2
kennethstein,158,163,41,5,1,0,226,Rust,0.0,Rust,0,0.516,0.297,0.382,32,0.7,1.23,4.9966,0.142,0.43,0,1,0,0,128,33,0.2361,0
williamcantrell,30,398,28,31,15,13,187,"CSS,R,C++,Ruby,Julia,JavaScript,Kotlin,Shell,Go",3.1699,Ruby,9,0.288,0.383,0.399,12,0.523,1.7,-1.3451,0.0258,0.1,1,0,0,132,12,25,0.255,1
michael84,1149,152,14,20,10,2,151,"Lua,Go,Java,Shell,JavaScript,Elixir",2.585,Lua,6,0.572,0.346,0.374,24,0.266,1.12,5.1804,0.0092,3.15,0,1,1,0,9,5,0.2938,1
dev_6545,2333,52,3,5,1,0,167,"Julia,TypeScript,Dart,C++",2.0,Dart,5,0.106,0.253,0.672,38,0.69,1.74,-1.2869,0.0218,6.39,0,1,1,0,472,18,0.308,1
dev_4825,1684,63,18,21,8,9,34,Python,0.0,Python,5,0.304,0.266,0.105,26,0.401,1.3,2.31,0.0722,4.61,1,0,0,19,1009,56,0.1606,1
ianfuller,3963,5194,299,52,4357,2536,144,"CSS,Lua,R,PHP,Go,HTML,Rust,Ruby,Scala,Swift,C++,Dart,C,Kotlin,TypeScript,Shell,JavaScript,Elixir",4.1699,C,12,0.711,0.787,0.778,69,0.94,2.8,3.0932,0.0475,10.85,0,0,1,0,4673,67,0.5884,2
mark10,2024,1661,160,26,9,1,9,"Scala,R,Haskell,Ruby,Dart,Python,SQL,Go,Swift",3.1699,Go,2,0.522,0.379,0.319,46,0.394,1.8,-2.71,0.0558,5.54,1,1,0,116,973,18,0.2945,1
lauren30,920,119,19,171,70,38,1317,"Scala,HTML,PHP,Dart,C,SQL,TypeScript,Go,Elixir",3.1699,Go,7,0.357,0.239,0.476,67,0.891,1.42,1.5696,0.0973,2.52,0,0,1,0,305,56,0.4015,1
katie93,1703,2251,70,67,14,16,54,"Ruby,C#,Java",1.585,Ruby,7,0.655,0.231,0.492,51,0.198,1.95,-0.7029,-0.0168,4.66,1,0,1,135,2473,61,0.2176,1
kelseyknight,1865,5893,610,800,264,282,148,"CSS,Lua,HTML,PHP,Rust,Ruby,Julia,Dart,C#,Python,Kotlin",3.4594,PHP,11,0.764,1.0,0.735,54,0.693,3.34,0.2168,-0.0882,5.11,1,1,0,131,627,99,0.5233,2
james92,3360,415,107,39,15,20,1282,"SQL,Lua,HTML,PHP,R,C#,C,Python,Kotlin,Haskell,JavaScript",3.4594,HTML,11,0.815,0.265,0.816,58,0.717,2.2,1.1084,-0.0212,9.2,1,0,1,91,465,32,0.4968,2
dev_8350,3592,472,33,13,517,819,44,"Scala,Lua,C++,Ruby,Julia,Dart,Python,Kotlin,JavaScript",3.1699,Ruby,9,0.244,0.509,0.689,36,0.466,2.57,5.0788,-0.0475,9.83,1,0,1,81,2642,46,0.3964,1
valerie70,2992,237,51,88,54,80,69,"Lua,PHP,Rust,Ruby,Shell,Java,Elixir",2.8074,PHP,6,0.445,0.373,0.687,39,0.955,2.86,-3.2352,-0.081,8.19,0,1,0,0,2535,60,0.366,1
dennis98,3232,16227,4705,128,15,2,447,"PHP,Julia,Elixir,Go,Swift",2.3219,Julia,15,0.796,0.939,0.685,60,0.427,1.84,2.0081,-0.0295,8.85,1,1,1,25,312,80,0.4054,2
jaimemartinez,1708,11,0,19,27,12,8,"Haskell,Shell",1.0,Shell,3,0.668,0.316,0.16,50,0.505,1.73,0.4221,0.0212,4.68,0,0,1,0,139,37,0.1992,1
melissa1,2960,3168,489,192,1786,2382,562,"Scala,C++,JavaScript,Python,Go",2.3219,Python,15,0.968,0.798,0.849,48,0.976,2.49,6.6239,-0.0868,8.1,1,0,0,17,2506,67,0.5647,2
dev_8711,1957,1903,238,364,455,409,879,"Scala,CSS,R,HTML,Go,Lua,Rust,Julia,JavaScript,Haskell,Shell,Java",3.585,HTML,13,1.0,0.716,0.398,58,0.888,2.93,2.3413,-0.0077,5.36,1,1,1,37,325,29,0.5578,2
dev_9965,1998,519,19,2,241,245,27,Java,0.0,Java,5,0.538,0.136,0.278,42,0.26,1.48,10.1786,0.0664,5.47,0,0,0,0,164,93,0.1987,1
tthompson,30,106,14,20,41,62,211,"Lua,C#",1.0,Lua,8,0.639,0.757,0.459,16,0.403,2.38,-4.5764,-0.0344,0.1,0,0,1,0,85,65,0.3171,0
dev_2816,1978,62,9,4,5,4,43,"Scala,CSS,R,Go,JavaScript,Python,Haskell,Java,Elixir",3.1699,Scala,6,0.566,0.123,0.426,11,0.552,1.24,2.3867,0.0195,5.42,0,1,0,0,28,111,0.3169,1
dev_5293,2097,106,9,24,917,609,40,"PHP,Shell,C#,Swift",2.0,Swift,3,0.367,0.191,0.579,33,0.148,1.29,5.5155,0.0453,5.74,1,0,1,95,59,0,0.3089,1
katherine64,216,295,48,1,14,16,46,"SQL,TypeScript",1.0,TypeScript,1,0.406,0.221,0.293,3,0.324,2.19,-6.0257,0.2033,0.59,0,0,0,0,134,0,0.1754,0
sara65,896,381,59,25,13,12,66,"Julia,CSS,R",1.585,Julia,7,0.211,0.326,0.228,50,0.262,1.51,-0.6736,0.2081,2.45,0,0,1,0,723,0,0.1833,1
sandra66,858,33,3,3,3,4,57,Shell,0.0,Shell,1,0.0,0.0,0.0,3,0.518,1.49,-3.0856,0.1604,2.35,1,0,0,43,5,0,0.0495,0
sharicox,1180,685,114,19,55,17,266,"CSS,Lua,Scala,Ruby,Kotlin,Shell,Go,Swift",3.0,Kotlin,8,0.804,0.299,0.49,31,0.377,1.59,5.8841,-0.0747,3.23,1,0,1,136,161,78,0.3445,1
cody84,1664,254,15,2,2,0,20,"Ruby,TypeScript,HTML",1.585,HTML,1,0.0,0.014,0.332,32,0.333,2.67,1.169,0.1899,4.56,0,0,0,0,338,12,0.1915,0
dev_5356,30,27,5,30,0,0,279,Python,0.0,Python,3,0.0,0.0,0.0,34,0.01,1.12,-2.3725,0.2132,0.1,1,0,0,58,80,93,0.0,0
stephanie22,1033,70,5,15,0,0,14,"Ruby,CSS",1.0,CSS,1,0.406,0.0,0.18,33,0.225,0.9,-2.9255,0.1631,2.83,0,0,0,0,20,57,0.0815,0
morganjames,3408,4018,639,87,662,43,1735,"CSS,Lua,R,PHP,Go,Ruby,C#,Kotlin,Python,C,TypeScript,Shell,Java,Elixir",3.8074,R,14,1.0,0.712,0.908,85,0.49,2.32,5.511,-0.0599,9.33,1,0,0,100,4652,55,0.5448,2
dev_5224,1023,507,34,142,134,156,81,"Scala,Lua,R,Rust,C++,Dart,C#,Kotlin,Elixir,JavaScript,Swift",3.4594,Swift,10,0.496,0.481,0.967,53,0.667,1.72,1.7593,0.0745,2.8,1,0,1,11,99,66,0.4125,1
dev_1336,4636,872,135,681,137,11,4001,"CSS,Lua,HTML,Scala,Rust,C++,Ruby,Dart,C,Kotlin,Haskell,TypeScript,Go",3.7004,CSS,13,0.702,0.856,0.961,47,0.5,1.74,4.8731,0.1008,12.69,1,1,1,90,459,126,0.4979,2
dev_8312,30,99,7,6,14,0,4,C++,0.0,C++,4,0.087,0.303,0.083,26,0.14,0.93,0.0996,0.2132,0.1,0,0,0,0,92,37,0.0692,0
jromero,570,151,1,13,41,15,103,"Scala,R,C,Kotlin,SQL,JavaScript",2.585,JavaScript,5,0.287,0.646,0.43,43,0.409,2.26,-2.0523,0.1297,1.56,1,0,1,96,1108,2,0.3192,1
barbara58,254,74,5,4,5,1,50,"Julia,Haskell,R,Swift",2.0,Julia,4,0.3,0.483,0.0,3,0.25,2.72,-2.5497,0.1944,0.7,1,0,1,76,30,60,0.2244,0
denise57,30,7,0,6,1,0,4,"C,C#,Python",1.585,C#,0,0.399,0.373,0.11,3,0.46,0.5,1.3163,0.0567,0.1,0,0,0,0,180,55,0.1528,0
dev_6543,980,1556,299,38,25,27,42,"Ruby,Haskell,HTML,Go",2.0,Go,3,0.0,0.306,0.207,31,0.047,2.22,2.7986,-0.0885,2.68,1,0,1,21,26,32,0.1477,1
wmorgan,972,47,14,3,0,0,15,"Lua,PHP,Rust,Go,C#,Kotlin,Haskell,Java,Swift",3.1699,Swift,7,0.0,0.145,0.073,44,0.017,0.9,0.7201,0.1824,2.66,0,0,0,0,13,32,0.2091,0
dev_3101,3589,959,82,95,190,182,1554,"Scala,CSS,HTML,JavaScript,SQL,Shell,Go",2.8074,Shell,10,0.613,0.608,0.384,104,0.658,3.39,5.5758,0.0377,9.83,1,1,1,22,4349,120,0.4466,2
renee69,2630,1403,15,5,3,3,9,"Shell,C#,R",1.585,Shell,1,0.429,0.0,0.389,34,0.875,1.88,4.0483,0.071,7.2,1,0,0,87,404,22,0.2249,1
tracy42,2834,123,3,7,5,4,156,"Python,Kotlin",1.0,Python,4,0.496,0.494,0.504,15,0.435,1.67,2.6569,-0.0201,7.76,1,1,0,15,194,69,0.3377,0
joseph98,1113,975,102,7,66,96,32,"CSS,R,PHP,C++,C#,Shell,Java",2.8074,R,10,0.828,0.293,0.416,52,0.481,3.34,6.8197,0.0532,3.05,0,1,1,0,1563,58,0.3407,1
dev_7639,2497,1066,162,44,133,118,200,"Go,Rust,Ruby,Julia,C#,Haskell,JavaScript,Swift",3.0,Haskell,14,0.93,0.42,0.358,55,0.599,2.53,6.4097,-0.1311,6.84,0,1,0,0,589,99,0.4568,2
rebecca42,2582,178,22,119,48,82,1718,"R,HTML,Go,Julia,Dart,C#,JavaScript,Swift",3.0,Swift,8,1.0,0.489,0.005,72,0.783,2.88,2.7995,-0.0129,7.07,1,0,1,28,1527,99,0.3665,0
gilbertchristian,2424,124,47,5,8,0,18,"Go,Lua,Dart,Java",2.0,Java,0,0.536,0.0,0.128,22,0.108,1.9,0.2568,-0.0106,6.64,1,0,0,110,45,9,0.1587,0
