developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded
teresa84,3202,3031.0,247,458,646.0,589.0,232.0,"Lua,HTML,Haskell,R,Ruby,Julia,Java,C#,C,Python,SQL,TypeScript,JavaScript,Elixir",3.8074,C#,9,1.0,0.947,0.846,57,0.582,3.01,3.0243,-0.1192,8.77,1,1,1,48,1617,54,0.5397,2,1
kherrera,2928,280.0,40,43,11.0,2.0,21.0,"Dart,Rust,Swift",1.585,Swift,8,0.495,0.363,0.294,21,0.01,0.76,4.8747,0.1403,8.02,0,0,1,0,290,0,0.1646,1,22
casey58,3722,276.0,35,202,64.0,25.0,435.0,"SQL,R,Ruby,Julia,Dart,C,Haskell,Shell",3.0,Shell,7,0.706,0.0,0.538,54,1.0,4.29,2.3927,0.0575,10.19,0,1,1,0,736,51,0.3539,2,21
russellscott,2247,2765.0,478,68,24.0,10.0,1292.0,"Rust,C++,Dart,Python,SQL",2.3219,SQL,4,0.793,0.543,0.609,28,0.502,1.69,7.1569,-0.123,6.15,0,1,1,0,1164,23,0.4284,2,19
craig25,887,43.0,5,2,0.0,0.0,38.0,"SQL,TypeScript,Kotlin,C++",2.0,Kotlin,8,0.587,0.009,0.344,26,0.01,1.62,-0.4684,0.1287,2.43,0,0,0,0,17,54,0.1405,0,12
vanessakelley,1979,318.0,75,7,18.0,21.0,61.0,"Lua,HTML,Python,Haskell,Shell",2.3219,HTML,6,0.358,0.487,0.246,46,0.364,2.06,0.3624,0.0181,5.42,1,0,1,51,292,63,0.2492,1,7
ashley22,1647,89.0,25,44,19.0,16.0,2.0,Dart,0.0,Dart,1,0.212,0.375,0.176,59,0.01,1.07,3.104,0.0931,4.51,0,1,0,0,36,57,0.1369,0,4
dev_4820,82,15.0,1,14,1.0,1.0,1.0,PHP,0.0,PHP,1,0.207,0.0,0.0,30,0.037,0.71,3.6925,0.1712,0.22,0,0,0,0,85,32,0.132,0,14
lopezchelsea,359,202.0,13,1,6.0,4.0,28.0,"Shell,C,Dart",1.585,Shell,3,0.339,0.278,0.121,8,0.312,1.66,0.7138,0.082,0.98,0,0,0,0,59,6,0.2051,0,21
angela80,1729,1809.0,181,193,76.0,66.0,226.0,"Swift,C++,Rust,Go,Ruby,Julia,C,Haskell,JavaScript,Elixir",3.3219,Swift,9,1.0,0.535,0.685,39,0.665,3.05,0.7593,-0.0308,4.73,0,0,1,0,917,97,0.3836,2,22
susanknight,2650,6274.0,912,41,5.0,6.0,286.0,"Scala,CSS,R,Lua,Dart,C#,Python,Shell",3.0,Scala,5,0.826,0.594,0.632,41,0.386,3.12,6.1735,-0.1795,7.26,0,0,0,0,434,77,0.375,1,20
npena,3989,1482.0,132,123,2166.2100000000046,398.0,7303.400000000031,"Scala,HTML,PHP,Rust,C++,Ruby,Julia,JavaScript,C#,Elixir,SQL,TypeScript,Shell,Java,Swift",3.9069,Shell,12,0.798,0.56,0.859,86,0.556,2.82,9.2047,-0.0401,10.92,1,0,0,84,915,75,0.597,2,21
alexandra70,2284,63.0,4,19,6.0,4.0,38.0,"CSS,R,Rust,Ruby,Python,Kotlin,Haskell",2.8074,Python,4,0.61,0.573,0.227,33,0.246,2.25,2.3258,-0.0693,6.25,0,0,0,0,49,54,0.3197,1,15
ewood,3031,393.0,115,73,0.0,0.0,5.0,"Haskell,C#,Elixir,SQL,Swift",2.3219,Elixir,2,0.5,0.141,0.203,3,0.973,0.83,-1.0358,0.1932,8.3,0,1,0,0,6,59,0.2523,0,5
deanwashington,1343,1140.0,319,24,108.0,54.0,136.0,"Lua,PHP,C++,Julia,Dart,C,Shell",2.8074,Dart,9,0.898,0.506,0.2,41,0.781,2.85,4.9337,-0.1705,3.68,1,0,0,54,2768,76,0.4563,1,4
dev_2271,2370,126.0,19,23,113.0,58.0,49.0,"Scala,Swift,HTML,PHP,Ruby,Julia,Dart,C#,Kotlin,Haskell,Java,Elixir",3.585,Java,10,0.712,0.498,0.539,42,0.505,2.39,5.404,0.0027,6.49,0,0,0,0,265,42,0.4365,2,9
deannabrooks,2176,3417.0,555,8,153.0,27.0,73.0,"Scala,HTML",1.0,Scala,7,0.61,0.633,0.502,28,0.99,2.02,-6.5357,0.009,5.96,0,1,0,0,853,16,0.3381,1,20
maria2,1695,82.0,0,19,28.0,17.0,173.0,"Scala,TypeScript,R,PHP",2.0,R,4,0.598,0.0,0.569,37,0.862,1.9,-4.664,-0.0791,4.64,1,1,1,133,22,50,0.2677,1,16
gregory69,1577,1331.0,7,10,6.0,4.0,74.0,"SQL,R,JavaScript",1.585,SQL,5,0.583,0.592,0.308,22,0.324,3.38,3.4679,0.0688,4.32,1,0,1,38,148,36,0.2734,1,19
tinamorgan,1800,16.0,1,9,1.0,0.0,25.0,"TypeScript,Kotlin",1.0,Kotlin,2,0.11,0.051,0.533,14,0.604,0.86,0.7329,0.2888,4.93,0,0,0,0,283,3,0.134,0,12
dev_3768,2478,438.0,62,27,3.0,0.0,273.0,"Lua,HTML,PHP,Python,Kotlin,Elixir,Swift",2.8074,Lua,11,0.238,0.583,0.065,18,0.476,2.87,1.824,0.0796,6.78,1,1,0,55,751,54,0.3935,1,13
dev_4075,4760,406.0,4,9,5.0,3.0,5830.0,"SQL,CSS,PHP,C++,Go,Dart,Kotlin,Elixir,Haskell,TypeScript,JavaScript,Swift",3.585,Dart,12,0.692,0.886,0.77,34,0.887,2.55,4.8062,-0.1784,13.03,0,0,0,0,3463,110,0.5498,2,4
imeyer,3446,1443.0,112,148,319.0,124.0,559.0,"CSS,PHP,Rust,Julia,Dart,Kotlin,Python,SQL,Shell,JavaScript,Swift",3.4594,Julia,9,0.824,1.0,0.517,36,0.458,3.0,6.4252,-0.1846,9.43,0,1,1,0,1095,25,0.5011,2,11
david42,30,73.0,5,5,8.0,16.0,7.0,C,0.0,C,0,0.0,0.063,0.0,3,0.159,1.63,-1.6938,0.1488,0.1,0,0,0,0,146,0,0.0877,0,0
dev_8872,49,61.0,2,15,37.0,8.0,33.0,"Haskell,TypeScript,Rust",1.585,Haskell,9,0.973,0.442,0.116,26,0.444,0.69,4.1786,-0.1391,0.13,1,0,1,117,36,71,0.2937,1,8
dev_6729,2498,2336.0,108,21,330.0,47.0,424.0,"Lua,HTML,PHP,Rust,Julia,C#,Elixir,Haskell,Shell,Swift",3.3219,Lua,10,0.541,0.795,0.74,44,0.952,3.32,7.446,-0.1784,6.84,0,0,1,0,5310,75,0.5056,2,13
bryan25,30,26.0,6,3,0.0,0.0,91.0,"SQL,Lua,Java",1.585,Java,14,0.346,0.104,0.0,40,0.261,1.71,-1.7196,0.223,0.1,0,0,0,0,81,0,0.1856,0,9
dev_5701,3528,781.0,226,27,169.0,248.0,73.0,"CSS,Swift,HTML,PHP,Lua,TypeScript,Shell,Elixir",3.0,TypeScript,6,0.768,0.73,0.387,66,0.847,1.35,6.6302,-0.1639,9.66,1,0,0,111,132,63,0.4494,1,23
kellygarcia,4436,183.0,14,360,790.0,323.0,267.0,"CSS,Scala,HTML,Haskell,Lua,Ruby,Dart,C#,Kotlin,SQL,Java,Swift",3.585,CSS,9,0.937,0.756,0.52,100,0.416,3.04,12.2807,-0.2664,12.15,0,0,1,0,8128,87,0.5441,2,3
dev_1431,2972,484.0,29,26,26.0,5.0,1256.0,"HTML,R,PHP,C++,Julia,Dart,Kotlin,TypeScript,Shell,JavaScript",3.3219,PHP,8,1.0,0.45,0.161,64,0.582,2.26,7.5957,0.0102,8.14,0,1,1,0,555,86,0.4311,2,14
caroline92,1726,455.0,47,189,38.0,8.0,13.0,"Lua,C++,Julia,Python,Shell,JavaScript,Swift",2.8074,Swift,2,0.775,0.26,0.538,53,0.923,2.43,8.0519,-0.1294,4.73,0,1,1,0,1272,129,0.3486,1,22
dev_1556,5070,15494.0,2174,91,94.0,115.0,520.0,"Scala,Lua,HTML,PHP,Go,Rust,CSS,R,Julia,Dart,C#,Kotlin,JavaScript",3.7004,JavaScript,15,1.0,0.752,0.638,91,0.958,3.23,0.6348,-0.3,13.88,0,1,1,0,762,34,0.6281,2,10
nicholas15,2608,10.0,2,38,0.0,0.0,114.0,Go,0.0,Go,0,0.0,0.086,0.303,29,0.38,1.43,-0.4363,0.0321,7.14,0,0,1,0,150,6,0.0974,0,6
douglas64,30,1088.0,73,2,20.0,12.0,22.0,Haskell,0.0,Haskell,5,0.451,0.137,0.336,29,0.557,2.26,2.1945,0.1498,0.1,1,1,0,121,67,46,0.2125,1,8
riosvalerie,3792,77.0,6,86,203.0,90.0,592.0,"Lua,R,Haskell,C++,Julia,Java,Dart,Python,SQL,TypeScript,Shell,JavaScript",3.585,Dart,10,0.774,0.353,0.727,61,0.986,2.02,4.3621,0.0271,10.38,0,0,1,0,476,76,0.4933,2,4
antonio89,402,687.0,150,15,79.0,26.0,84.0,"HTML,Rust,Ruby,Julia,Kotlin,Haskell",2.585,HTML,6,0.901,0.744,0.49,35,0.548,2.62,2.2692,0.0834,1.1,0,0,1,0,1697,63,0.3828,1,7
mason42,4672,2097.0,403,610,46.0,77.0,913.0,"Scala,HTML,C++,Ruby,Julia,Python,C,Kotlin,Haskell,JavaScript,Swift",3.4594,Scala,10,1.0,1.0,0.794,68,1.0,1.62,11.386,-0.09,12.79,1,0,1,61,7948,78,0.5309,2,20
dev_893,2163,109.0,33,33,4.0,1.0,3308.0,"Scala,Lua,HTML,C,SQL,TypeScript,Shell,Java,Elixir",3.1699,C,2,0.567,0.389,0.328,3,0.69,2.91,-0.4904,-0.2876,5.92,1,1,0,16,282,21,0.416,1,0
dev_3412,5388,3544.0,753,49,80.0,14.0,422.0,"SQL,Scala,R,Rust,C++,Ruby,JavaScript,Dart,Kotlin,Python,Haskell,Shell,Java,Elixir",3.8074,Shell,18,1.0,0.582,0.636,97,1.0,2.63,3.2673,-0.1458,14.75,0,1,1,0,2543,111,0.5883,1,21
dev_8270,1888,16.0,0,13,11.0,6.0,7.0,C++,0.0,C++,4,0.573,0.153,0.0,6,0.385,0.5,-6.5732,0.1216,5.17,0,0,0,0,5,35,0.1599,0,2
kari36,2781,107.0,14,32,17.0,25.0,53.0,"HTML,PHP,TypeScript,Java,Elixir",2.3219,Java,12,0.349,0.503,0.286,32,0.251,1.87,2.6963,-0.0835,7.61,1,0,0,36,60,55,0.312,1,9
janet28,2006,707.0,74,12,36.0,50.0,20.0,"Scala,CSS,HTML,R,PHP,Julia,Dart,C#,Kotlin,C,SQL,Shell,Java",3.7004,Julia,3,0.71,0.775,0.974,60,0.773,2.27,5.0905,0.0036,5.49,1,0,1,84,348,65,0.4437,1,11
kelleramy,4056,1100.0,333,277,161.0,131.0,1058.0,"SQL,Swift,PHP,C++,Rust,Ruby,Python,Kotlin,Haskell,TypeScript,Shell,Elixir",3.585,Swift,12,1.0,0.458,0.643,38,0.634,2.68,3.7431,-0.1412,11.1,1,1,1,96,3542,40,0.4661,2,22
agarza,2070,1637.0,241,57,152.0,133.0,60.0,"Scala,Lua,HTML,PHP,Ruby,Julia,Dart,Kotlin,C,TypeScript,JavaScript,Swift",3.585,TypeScript,12,0.639,0.575,0.465,23,0.374,1.82,5.7731,-0.1342,5.67,0,1,0,0,244,87,0.4395,1,23
sward,2518,831.0,119,45,20.0,8.0,228.0,"CSS,HTML,JavaScript,Python,C,SQL,TypeScript,Go",3.0,TypeScript,11,0.491,0.992,0.631,54,0.507,2.04,4.4248,-0.0386,6.89,1,0,1,119,193,58,0.4483,2,23
dev_7171,1154,254.0,8,9,49.0,42.0,17.0,"R,PHP,HTML,JavaScript,Python,SQL,Java",2.8074,Java,3,0.588,0.412,0.165,5,0.728,1.58,3.4823,0.0801,3.16,0,0,1,0,15,94,0.363,0,9
charles37,150,79.0,17,61,4.0,1.0,134.0,"CSS,Scala,R,Dart,C,Kotlin,Swift",2.8074,C,4,0.414,0.0,0.011,19,0.26,0.87,-0.8021,0.1039,0.41,0,1,0,0,41,39,0.1895,0,0
brooke33,4042,1272.0,105,137,511.0,684.0,139.0,"Scala,R,HTML,C++,C#,Kotlin,Python,Elixir,SQL,TypeScript,Swift",3.4594,R,11,0.481,0.983,0.248,42,0.445,3.63,-0.0505,-0.119,11.07,0,1,1,0,354,60,0.4035,2,16
dev_7418,1977,3598.0,28,16,16.0,3.0,246.0,"SQL,Lua,HTML,PHP,C++,Julia,C#,C,Haskell,TypeScript,Shell,Go,Elixir",3.7004,Haskell,5,0.719,0.517,0.347,36,0.418,0.5,1.719,0.078,5.41,1,0,1,60,36,104,0.3906,1,8
jeffreyhenry,3915,1387.0,243,194,103.0,64.0,2.0,"R,PHP,C,Go,Swift",2.3219,R,4,0.595,0.496,0.493,58,0.634,3.54,3.6706,0.0777,10.72,1,1,0,69,156,70,0.3312,1,16
juan05,4054,1396.0,161,51,27.0,51.0,415.0,"CSS,R,PHP,Ruby,C#,JavaScript,Elixir",2.8074,PHP,13,0.397,0.526,0.227,35,0.562,2.9,6.2362,-0.1274,11.1,1,0,0,69,367,92,0.4108,2,14
paul11,242,3.0,0,14,6.0,6.0,19.0,"Scala,R,HTML,Rust,Swift",2.3219,Scala,1,0.085,0.265,0.205,19,0.781,3.06,1.0429,0.1735,0.66,0,0,1,0,107,0,0.237,0,20
kaylasantiago,2101,12.0,2,17,11.0,10.0,8.0,"Dart,C",1.0,Dart,9,0.413,0.388,0.665,14,0.629,1.92,-0.9627,0.06,5.75,1,0,1,40,180,22,0.209,1,4
dev_4055,786,11.0,0,17,5.0,4.0,66.0,Rust,0.0,Rust,0,0.0,0.0,0.0,12,0.642,0.95,0.3752,0.153,2.15,1,1,0,23,11,56,0.1025,0,18
dev_5861,4192,876.0,26,53,293.0,347.0,252.0,"CSS,Lua,R,HTML,Scala,Go,PHP,Ruby,Dart,C#,Python,C,TypeScript,Shell,JavaScript,Swift",4.0,JavaScript,16,0.536,0.492,0.952,54,0.939,3.58,5.0069,-0.1203,11.48,1,1,1,128,1143,82,0.5613,2,10
richard57,2854,22118.350000000006,4283,18,3.0,4.0,149.0,"Swift,R,HTML,C++,Ruby,Julia,C,Elixir",3.0,Swift,11,0.341,0.547,0.752,84,0.477,2.45,3.543,-0.1231,7.81,1,1,0,102,547,89,0.4543,1,22
tracy23,1254,126.0,26,19,3.0,2.0,19.0,Rust,0.0,Rust,4,0.27,0.0,0.166,3,0.349,0.5,-0.1395,0.1903,3.43,1,0,0,108,28,26,0.0708,1,18
nicole59,432,36.0,6,6,18.0,3.0,7.0,"Haskell,Ruby,SQL,TypeScript,Shell,Java",2.585,Java,5,0.363,0.0,0.058,3,0.599,1.85,0.5298,0.0589,1.18,0,1,1,0,24,72,0.2083,0,9
tina44,2998,3554.0,19,141,13.0,13.0,51.0,"Lua,R,Go,Rust,Ruby,JavaScript,Dart,C#,C,Haskell,Java",3.4594,R,11,0.442,0.432,1.0,68,0.976,2.67,3.7451,-0.1383,8.21,0,1,1,0,2718,89,0.4832,1,16
candace69,2237,26.0,0,104,16.0,4.0,283.0,"Shell,C#,Go,Elixir",2.0,C#,7,0.0,0.345,0.722,23,0.556,2.48,0.6196,0.1044,6.12,1,0,1,25,42,21,0.2315,1,1
jennifer72,2363,35.0,2,25,123.0,93.0,149.0,"R,PHP,C++,Kotlin,Shell",2.3219,C++,10,0.468,0.646,0.746,38,0.407,1.75,4.417,0.064,6.47,0,0,1,0,665,89,0.272,1,2
ronaldfrazier,3789,3461.0,886,30,190.0,228.0,243.0,"CSS,Haskell,SQL,Shell,Go",2.3219,Haskell,12,0.726,0.575,0.602,58,0.346,2.6,4.7065,-0.1358,10.37,1,0,0,92,6370,113,0.3522,2,8
beth53,3799,12563.0,1233,11,345.0,34.0,698.0,"Julia,Haskell,Dart,Elixir",2.0,Elixir,13,1.0,0.731,0.722,55,0.912,3.45,4.0721,-0.1046,10.4,1,0,0,61,6207,64,0.496,2,5
mcknightmichael,654,378.0,35,45,0.0,0.0,29.0,"Shell,Python",1.0,Python,10,0.14,0.005,0.059,58,0.464,1.74,-2.3678,-0.0531,1.79,1,0,1,98,59,35,0.1817,0,15
dev_6344,30,5.0,0,20,9.0,1.0,4.0,Ruby,0.0,Ruby,0,0.291,0.0,0.0,11,0.223,0.87,-6.2513,0.2337,0.1,0,0,1,0,85,0,0.1005,0,17
jennifer65,2092,308.0,102,83,42.0,37.0,450.0,"CSS,HTML,Haskell,Ruby,Julia,Dart,Kotlin,Python,SQL,TypeScript,Java",3.4594,TypeScript,5,0.627,0.547,0.69,27,0.817,2.83,-0.3526,0.0196,5.73,1,1,1,30,441,103,0.4637,2,23
bellsheila,1024,131.0,2,7,0.0,0.0,43.0,"Scala,C#,Kotlin,Java,Elixir",2.3219,Java,5,0.254,0.062,0.168,3,0.302,2.34,-0.9548,0.261,2.8,0,0,0,0,71,35,0.2003,0,9
mariamerritt,4940,430.0,152,38,62.0,52.0,129.0,"Scala,CSS,HTML,R,PHP,Rust,Julia,C#,Kotlin,Python,C,Haskell,TypeScript,Go,Elixir",3.9069,Kotlin,8,0.809,0.835,0.686,57,0.765,3.88,4.8416,-0.0856,13.52,0,0,1,0,1418,103,0.557,2,12
katherine47,3969,197.0,35,24,58.0,64.0,38.0,"Rust,Julia,Dart,C#,C,Python",2.585,Python,6,0.219,0.253,0.419,42,0.423,3.42,5.7996,0.0258,10.87,1,1,0,73,83,0,0.3364,1,15
stacey38,1381,115.0,12,22,15.0,6.0,148.0,"CSS,PHP,Rust,C++,Go,Java,C#,JavaScript",3.0,C++,14,0.913,0.312,0.575,66,0.844,2.24,0.8146,0.0641,3.78,0,0,0,0,223,33,0.4288,1,2
dev_7552,389,150.0,3,23,86.0,23.0,67.0,"Scala,Go,Ruby,TypeScript,JavaScript,Elixir",2.585,TypeScript,9,0.502,0.251,0.211,12,0.265,3.06,-1.7454,0.1111,1.07,0,1,1,0,299,38,0.2633,1,23
aprilalexander,2314,316.0,45,28,118.0,144.0,704.0,"CSS,Haskell,C#,SQL,TypeScript,Shell",2.585,Haskell,8,0.47,0.517,0.441,59,0.379,2.05,3.5296,-0.0509,6.34,1,0,1,58,356,115,0.2844,1,8
nlowe,30,5.0,1,2,2.0,2.0,12.0,Java,0.0,Java,0,0.0,0.0,0.0,3,0.237,1.82,0.8979,0.1128,0.1,1,0,0,137,16,5,0.0558,0,9
johnny33,1926,56.0,4,3,3.0,5.0,3.0,Haskell,0.0,Haskell,0,0.202,0.415,0.085,75,0.209,0.99,-8.0,0.1289,5.27,0,1,0,0,70,30,0.0585,0,8
lisa71,2472,3156.0,494,114,79.0,61.0,388.0,"Scala,C++,Rust,C#,Kotlin,SQL,Shell,Java,Elixir",3.1699,Shell,10,0.642,1.0,0.475,91,0.913,4.35,6.1129,-0.0855,6.77,1,1,1,69,12246,64,0.5378,2,21
dev_194,3542,72.0,13,22,83.0,75.0,51.0,"CSS,Lua,R,C++,Rust,Python,C,SQL,Shell,Swift",3.3219,R,10,0.681,0.655,0.772,65,0.649,1.63,3.6967,-0.1769,9.7,1,1,1,133,388,88,0.4201,2,16
joanna76,660,19.0,1,24,12.0,6.0,5.0,CSS,0.0,CSS,8,0.0,0.063,0.0,27,0.219,1.1,-2.7017,0.1593,1.81,0,0,0,0,37,31,0.0428,0,3
dev_3250,2818,215.0,39,49,18.0,5.0,84.0,"Rust,Ruby,Julia,JavaScript,Elixir,Java,Swift",2.8074,Julia,0,0.509,0.0,0.395,55,0.569,2.12,4.4359,0.0235,7.72,1,0,0,11,539,0,0.3042,1,11
crawfordcaitlin,2236,134.0,34,107,104.0,22.0,8.0,"CSS,HTML,PHP,Ruby,Julia,Java,C#,Python,Go",3.1699,C#,4,0.493,0.306,0.386,44,0.323,2.42,2.5882,0.3204,6.12,1,0,0,79,94,76,0.3455,1,1
martin67,3247,332.0,61,114,37.0,36.0,112.0,Go,0.0,Go,7,0.797,0.445,0.472,64,0.577,2.54,-1.9993,-0.0438,8.89,1,0,0,89,1068,99,0.2546,1,6
ericjones,3315,195.0,34,7,4.0,7.0,116.0,"SQL,HTML,PHP,Julia,C#,C,Haskell,Go,Elixir",3.1699,HTML,2,0.651,0.698,0.255,24,0.595,2.43,1.33,0.11,9.08,1,0,1,76,1142,18,0.3045,1,7
christianmurphy,1040,41.0,10,8,12.0,16.0,88.0,"HTML,PHP,Rust,Java,Dart,Python,Shell,Go",3.0,HTML,1,0.494,0.412,0.0,10,0.423,2.51,1.8492,0.0782,2.85,0,0,0,0,143,42,0.2905,0,7
bartonshannon,131,20.0,4,5,272.0,417.0,3.0,"Dart,C#,TypeScript,JavaScript,Elixir",2.3219,TypeScript,6,0.507,0.143,0.011,44,0.362,0.66,-1.6602,0.0052,0.36,1,0,0,81,54,65,0.1943,0,23
danielpowell,658,8.0,1,1,2.0,3.0,6.0,Elixir,0.0,Elixir,1,0.192,0.061,0.254,19,0.21,0.68,1.1484,0.1309,1.8,0,0,0,0,16,0,0.1253,0,5
dev_3192,1350,341.0,94,2,15.0,20.0,22.0,"C++,Dart,C,TypeScript,JavaScript,Swift",2.585,JavaScript,0,0.182,0.058,0.438,24,0.215,0.51,-6.0515,0.2529,3.7,0,0,1,0,73,22,0.1826,0,10
codydecker,2038,22118.350000000006,5134,114,138.0,80.0,713.0,"CSS,Scala,HTML,PHP,R,Ruby,Haskell,TypeScript,Java,Swift",3.3219,PHP,12,1.0,0.765,0.825,67,0.244,3.69,6.6344,-0.0686,5.58,1,0,1,92,1099,65,0.5676,2,14
dev_3524,819,158.0,17,5,97.0,86.0,26.0,Shell,0.0,Shell,5,0.386,0.676,0.164,39,0.32,1.47,5.0039,0.0747,2.24,0,0,1,0,22,17,0.2411,0,21
brownjustin,816,71.0,8,4,52.0,65.0,7.0,Haskell,0.0,Haskell,2,0.125,0.49,0.293,14,0.326,1.56,3.8626,0.1762,2.23,0,0,1,0,155,19,0.1824,0,8
robertwagner,3533,755.0,81,67,581.0,629.0,1789.0,"CSS,Ruby,Java,C,Haskell,TypeScript,JavaScript,Swift",3.0,C,12,1.0,0.669,0.721,86,0.959,4.05,2.0559,-0.046,9.67,0,1,1,0,309,60,0.4308,2,0
patrick62,2875,1859.0,151,800,206.0,230.0,994.0,"Scala,Rust,Julia,JavaScript,Dart,C,SQL,TypeScript,Java,Elixir",3.3219,Elixir,8,1.0,0.831,0.557,51,0.952,3.44,4.0231,-0.0074,7.87,1,0,1,56,906,62,0.4983,2,5
dev_5428,2526,486.0,26,8,204.0,149.0,55.0,"SQL,Lua,R,Rust,C++,Julia,Java,Dart,Python,Haskell,Shell,Go,Swift",3.7004,Haskell,5,1.0,0.491,0.595,74,0.418,2.06,0.3336,-0.122,6.92,0,1,0,0,1036,91,0.3958,2,8
heather11,1210,447.0,12,17,3.0,2.0,24.0,"PHP,C++,Haskell,Go,Ruby,JavaScript,C#,Elixir,SQL,Java,Swift",3.4594,PHP,3,0.777,0.052,0.356,52,0.551,2.15,0.8243,0.0946,3.31,1,0,0,103,220,48,0.3411,1,14
dev_6398,30,30.0,1,1,0.0,0.0,4.0,"SQL,Dart,C#,CSS",2.0,SQL,0,0.328,0.034,0.108,29,0.037,0.5,-1.8838,0.0652,0.1,0,0,0,0,65,23,0.2032,0,19
dev_9855,3341,158.0,35,51,384.0,384.0,1645.0,"Julia,HTML,C#",1.585,Julia,5,0.849,0.351,0.511,46,0.435,1.28,4.222,-0.072,9.15,0,1,1,0,263,72,0.2944,1,11
dev_3781,30,108.0,3,3,0.0,0.0,3.0,Shell,0.0,Shell,0,0.025,0.104,0.196,9,0.378,1.45,2.3539,0.1591,0.1,0,0,0,0,284,0,0.0688,0,21
dev_7257,621,406.0,90,3,14.0,11.0,14.0,Julia,0.0,Julia,0,0.0,0.0,0.0,37,0.367,0.97,-1.6459,0.1651,1.7,1,0,0,77,23,50,0.0616,0,11
dev_1445,3122,2360.0,810,61,714.0,1000.0,711.0,"Lua,R,C++,Ruby,Julia,JavaScript,Dart,C#,Python,Kotlin,SQL,TypeScript,Shell,Java",3.8074,R,9,0.556,0.69,0.517,67,1.0,2.49,2.6767,-0.1606,8.55,0,0,1,0,200,90,0.5121,2,16
deborah10,2460,71.0,6,27,64.0,41.0,34.0,"R,Julia,JavaScript,Dart,Java",2.3219,R,11,0.727,0.118,0.406,43,0.321,2.5,1.159,0.012,6.74,1,0,0,15,107,80,0.336,1,16
nichole46,1369,285.0,64,16,87.0,106.0,103.0,"CSS,Lua,HTML,Haskell,PHP,R,Ruby,Julia,SQL,Java",3.3219,SQL,6,0.418,0.395,0.615,30,0.865,1.74,9.3884,0.0472,3.75,1,1,1,123,1339,45,0.4405,1,19
dev_9381,811,286.0,34,106,1.0,0.0,17.0,"CSS,Lua,Ruby,Dart,C#,C,Python,Shell,Go,Swift",3.3219,C,7,0.353,0.446,0.381,43,0.283,1.32,7.0987,0.1853,2.22,1,0,1,67,1046,89,0.3559,1,0
dev_9519,3516,2745.0,105,63,115.0,47.0,7303.400000000031,"Scala,Lua,R,PHP,CSS,Ruby,C#,Python,TypeScript,JavaScript,Elixir",3.4594,JavaScript,18,0.869,0.688,0.579,59,0.554,3.71,5.0431,0.0656,9.63,1,0,1,76,10137,84,0.5423,2,10
vanessa77,1955,798.0,7,88,118.0,110.0,480.0,"R,PHP,JavaScript,Java,C,Kotlin,Haskell,TypeScript,Go",3.1699,Haskell,10,0.513,0.974,0.067,83,0.631,4.32,9.1199,0.0938,5.35,1,1,1,43,2306,63,0.4796,2,8
dev_2700,1927,13.0,1,12,41.0,12.0,33.0,C#,0.0,C#,6,0.307,0.414,0.008,24,0.276,1.74,0.6753,0.3045,5.28,1,0,0,48,376,40,0.1636,0,1
dev_4727,2296,254.0,3,4,3.0,5.0,13.0,"CSS,Lua,HTML,Rust,SQL,Swift",2.585,Swift,4,0.468,0.241,0.095,41,0.419,2.58,-1.3257,0.1842,6.29,0,0,1,0,80,26,0.264,0,22
tammyrobinson,30,23.0,1,3,5.0,1.0,20.0,"TypeScript,Rust,C,C++",2.0,C,3,0.206,0.0,0.31,3,0.727,0.8,-0.4148,0.2825,0.1,1,0,0,62,26,42,0.1788,0,0
kelli42,2792,22118.350000000006,5150,263,737.0,430.0,65.0,"Scala,Rust,C++,Ruby,Dart,C,Shell,Swift",3.0,C++,14,0.974,0.716,0.826,56,0.168,3.57,10.0262,-0.3,7.64,1,0,1,131,92583,61,0.5456,1,2
dev_5874,4455,17639.0,3685,130,660.0,107.0,232.0,"SQL,Scala,CSS,HTML,Lua,Rust,Ruby,C,Python,Kotlin,Haskell,Shell,Swift",3.7004,Scala,16,0.903,0.513,0.817,47,0.813,3.5,7.0341,-0.1508,12.2,1,1,1,81,8295,134,0.6237,2,20
troy99,1094,155.0,23,20,104.0,84.0,1085.0,"CSS,R,C++,Dart,Elixir,SQL,JavaScript,Swift",3.0,JavaScript,5,0.517,0.824,0.255,43,0.682,1.4,4.0861,-0.3,3.0,1,0,1,45,482,67,0.3952,1,10
dev_453,1205,164.0,14,15,41.0,38.0,242.0,"Haskell,C#,Go",1.585,C#,13,0.557,0.033,0.093,54,0.73,1.72,5.4864,0.2076,3.3,1,0,0,63,123,41,0.276,1,1
dev_3201,1509,109.0,20,11,37.0,13.0,121.0,"Julia,CSS,Kotlin",1.585,CSS,0,0.348,0.076,0.213,7,0.448,0.5,-0.887,0.0909,4.13,0,0,0,0,86,30,0.1199,0,3
