developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded,log_total_commits,log_stars_received,log_pull_requests_merged,log_issues_closed,log_total_repos,commit_velocity,recency_score,repos_per_year,pr_merge_rate,execution_quality,language_count,impact_weight,profile_completeness,growth_momentum,consistency_index
gerald76,3761,498.0,102,88,22.0,8.0,160.0,"CSS,Lua,HTML,C++,Ruby,C#,C,Kotlin,Elixir,Haskell,TypeScript,Swift",3.585,Lua,4,0.0,0.444,0.134,57,0.533,2.18,7.306,-0.0356,10.3,0,0,0,0,23,51,0.3156,2,13,6.212606095751519,5.081404364984463,3.1354942159291497,2.1972245773362196,4.48863636973214,0.9281,0.2044,7.7876,0.7097,0.2178,12,22.8086,0,0.6465,0.9656
dev_8969,216,25.0,4,7,4.0,9.0,16.0,"SQL,Java",1.0,SQL,4,0.103,0.305,0.0,3,0.362,2.27,-5.5809,0.1226,0.59,1,0,0,134,98,22,0.1589,0,19,3.258096538021482,2.833213344056216,1.6094379124341003,2.302585092994046,2.0794415416798357,0.7891,0.1538,4.4025,0.2857,0.1529,2,5.8915,1,-3.51,0.8908
marygreen,4186,125.0,15,22,115.0,144.0,234.0,"SQL,Scala,CSS,R,Lua,Ruby,Julia,Python,Haskell",3.1699,Python,4,1.0,0.332,0.276,23,0.503,3.4,5.7319,-0.0688,11.46,0,0,0,0,93,72,0.4309,1,15,4.836281906951478,5.459585514144159,4.7535901911063645,4.976733742420574,3.1354942159291497,0.2094,0.119,1.7657,0.4423,0.5156,9,17.1185,0,0.46,0.9356
dev_6053,2319,291.0,17,25,54.0,47.0,11.0,"Scala,Rust,Julia,C,SQL",2.3219,Scala,2,0.321,0.329,0.0,12,0.789,2.23,-8.0,0.0672,6.35,1,0,0,95,39,2,0.2681,0,20,5.676753802268282,2.4849066497880004,4.007333185232471,3.8712010109078907,3.258096538021482,0.8786,0.0582,3.4014,0.5294,0.2279,5,8.0961,1,-1.0884,0.937
melinda18,1465,118.0,24,328,0.0,0.0,7.0,"C#,C++",1.0,C#,5,0.315,0.425,0.362,3,0.078,2.29,-4.9734,0.0169,4.01,0,0,0,0,80,69,0.1707,0,1,4.77912349311153,2.0794415416798357,0.0,0.0,5.796057750765372,0.5632,0.2017,65.4691,0.0,0.3731,2,12.0526,0,-0.9927,0.9834
rknight,3988,7413.0,748,140,52.0,119.0,18.0,"PHP,Dart,C#,Python,TypeScript,JavaScript,Swift",2.8074,JavaScript,16,1.0,0.777,0.583,61,0.766,3.08,2.7709,-0.0851,10.92,1,0,1,82,4613,74,0.4803,2,10,8.911125383710678,2.9444389791664403,3.970291913552122,4.787491742782046,4.948759890378168,13.0318,0.1009,11.745,0.3023,0.7857,7,14.5713,2,0.2325,0.9216
dev_2327,3255,2626.0,350,211,65.0,7.0,86.0,"Scala,Lua,R,PHP,HTML,Dart,Python,C,Kotlin,Haskell,Shell,Go,Swift",3.7004,R,17,0.63,0.46,1.0,22,0.966,3.41,4.7998,-0.0751,8.91,1,1,1,75,2147,22,0.5515,2,16,7.87359778968554,4.465908118654584,4.189654742026425,2.0794415416798357,5.356586274672012,5.6556,0.1332,21.2916,0.8904,0.673,13,23.922,3,0.4843,0.9301
uchan,2839,4102.0,722,53,73.0,10.0,53.0,"CSS,C++,Go,Dart,C,Haskell,TypeScript,Shell,JavaScript",3.1699,C,12,1.0,1.0,0.709,40,0.94,3.54,7.0805,-0.0891,7.77,1,0,1,53,4255,52,0.5704,2,0,8.319473692442186,3.9889840465642745,4.304065093204169,2.3978952727983707,3.9889840465642745,10.1274,0.176,6.0433,0.869,0.9127,9,15.912,2,0.8074,0.9182
danamccoy,490,1356.0,57,35,30.0,25.0,31.0,"HTML,R,Rust,PHP,C++,Ruby,Go,Julia,C,Java",3.3219,HTML,8,0.548,0.25,0.464,59,0.463,2.25,2.7763,-0.0646,1.34,1,0,1,125,70,53,0.3975,1,7,7.213031659834869,3.4657359027997265,3.4339872044851463,3.258096538021482,3.58351893845611,19.1851,0.042,14.9573,0.5357,0.4036,10,12.4195,2,1.1865,0.9393
owensandrew,2455,1065.0,36,305,34.0,27.0,136.0,"R,HTML,C++,Go,Ruby,Dart,Kotlin,Python,Shell,JavaScript,Elixir",3.4594,Dart,10,0.796,0.284,0.302,58,0.599,2.94,4.3419,-0.0282,6.72,1,0,1,70,7085,100,0.426,2,4,6.97166860472579,4.919980925828125,3.5553480614894135,3.332204510175204,5.723585101952381,3.039,0.0338,39.5078,0.5484,0.443,11,28.1599,2,0.5624,0.9726
robertjohnson,562,35.0,0,38,2.0,1.0,17.0,Lua,0.0,Lua,2,0.0,0.202,0.0,34,0.121,0.69,2.2217,0.1108,1.54,0,0,1,0,22,62,0.0813,0,13,3.58351893845611,2.8903717578961645,1.0986122886681096,0.6931471805599453,3.6635616461296463,0.4317,0.0,14.9606,0.5,0.0808,1,10.5891,1,0.8747,0.9003
dev_8197,3781,329.0,31,11,25.0,32.0,213.0,"C++,Java,TypeScript,Go,Elixir",2.3219,C++,8,0.51,0.308,0.985,42,0.889,2.55,2.0915,0.119,10.35,1,0,1,81,1965,53,0.3603,1,2,5.799092654460526,5.365976015021851,3.258096538021482,3.4965075614664802,2.4849066497880004,0.6102,0.0939,0.9692,0.431,0.5717,5,13.3339,2,0.1843,0.8937
stephaniehughes,30,185.0,25,7,8.0,4.0,215.0,"R,PHP,Dart,Python,Elixir,Swift",2.585,Dart,8,0.112,0.456,0.0,20,0.242,2.1,-6.1626,0.15,0.1,1,0,1,138,95,21,0.2621,0,4,5.225746673713202,5.375278407684165,2.1972245773362196,1.6094379124341003,2.0794415416798357,29.8387,0.1344,6.3636,0.6154,0.216,6,11.1776,2,-5.6024,0.8696
melissa48,2352,5508.0,827,162,111.0,92.0,94.0,"Lua,Rust,Ruby,Julia,Kotlin,TypeScript,Shell,Swift",3.0,Swift,7,0.387,0.679,0.718,81,0.596,3.28,-2.3001,-0.0466,6.44,0,0,0,0,194,50,0.3828,2,22,8.614138397472717,4.553876891600541,4.718498871295094,4.532599493153256,5.093750200806762,16.3987,0.1501,21.7742,0.5441,0.6031,8,23.1963,0,-0.3092,0.9555
dev_4841,30,166.0,19,15,3.0,2.0,62.0,"CSS,Swift,PHP,C++,C,Python,Haskell,Elixir",3.0,C,7,0.302,0.0,0.393,9,0.408,2.01,-0.1416,0.1102,0.1,0,0,0,0,664,25,0.2849,1,0,5.117993812416755,4.143134726391533,1.3862943611198906,1.0986122886681096,2.772588722239781,26.7742,0.1138,13.6364,0.5,0.2085,8,11.4872,0,-0.1287,0.9007
michael51,1983,937.0,218,20,39.0,10.0,327.0,"SQL,R,Dart,Python,Haskell,Shell,Go,Swift",3.0,Python,9,0.88,0.792,0.817,67,0.563,1.97,8.5258,0.0226,5.43,0,0,1,0,1761,45,0.4308,2,15,6.843749949006225,5.793013608384144,3.6888794541139363,2.3978952727983707,3.044522437723423,3.3067,0.2324,3.1104,0.78,0.8259,8,17.637,1,1.3259,0.9779
robert80,4906,17139.0,4158,142,1964.0,1941.050000000001,573.0,"SQL,Scala,Lua,R,HTML,Go,C++,Ruby,Julia,Dart,C#,Haskell,TypeScript,Shell,JavaScript,Swift",4.0,TypeScript,12,0.944,0.821,0.413,71,0.515,3.14,-0.5925,-0.2887,13.43,1,0,1,100,2561,95,0.5754,2,23,9.749170192151771,6.352629396319567,7.583247524303362,7.571499395172767,4.962844630259907,24.5067,0.2426,9.8406,0.5028,0.7355,16,31.5271,2,-0.0411,0.776
catherine45,3159,149.0,3,10,37.0,31.0,308.0,"R,Rust,C,TypeScript,Elixir",2.3219,Elixir,5,0.374,0.901,0.317,47,0.163,1.92,0.9103,0.1813,8.65,0,0,1,0,635,37,0.2633,1,5,5.0106352940962555,5.733341276897746,3.6375861597263857,3.4657359027997265,2.3978952727983707,0.3305,0.02,1.0363,0.5362,0.5677,5,13.748,1,0.0943,0.8465
kimberly31,30,18.0,2,2,3.0,4.0,1.0,Swift,0.0,Swift,1,0.266,0.38,0.0,18,0.15,0.5,0.9879,0.2639,0.1,1,0,0,74,10,31,0.0728,0,22,2.9444389791664403,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.0986122886681096,2.9032,0.1053,1.8182,0.375,0.2318,1,0.7615,1,0.8981,0.7912
rachel90,2641,14.0,1,9,5.0,1.0,42.0,"SQL,CSS,Rust,Python",2.0,CSS,0,0.147,0.221,0.238,19,0.558,1.54,-0.7999,0.1908,7.23,0,0,1,0,56,5,0.1799,0,3,2.70805020110221,3.7612001156935624,1.791759469228055,0.6931471805599453,2.302585092994046,0.0371,0.0667,1.0936,0.7143,0.2039,4,8.6605,1,-0.0972,0.8398
dev_2073,1095,8.0,2,15,9.0,6.0,21.0,Python,0.0,Python,1,0.216,0.0,0.088,3,0.618,1.59,7.5658,0.1824,3.0,1,0,1,116,29,12,0.1407,0,15,2.1972245773362196,3.091042453358316,2.302585092994046,1.9459101490553132,2.772588722239781,0.051,0.2222,3.75,0.5625,0.0912,1,8.5702,2,1.8914,0.8457
leslie3,3339,144.0,7,57,88.0,98.0,58.0,"CSS,R,Ruby,Python,Kotlin,SQL,TypeScript,Shell,Go,Swift",3.3219,TypeScript,8,0.545,0.393,0.273,65,0.069,3.11,3.4333,-0.0642,9.14,1,0,0,35,269,31,0.3131,2,23,4.976733742420574,4.07753744390572,4.48863636973214,4.59511985013459,4.060443010546419,0.3023,0.0483,5.6213,0.4706,0.4026,10,16.5566,1,0.3386,0.9397
albert79,116,59.0,14,3,34.0,49.0,12.0,"Ruby,HTML",1.0,Ruby,3,0.639,0.605,0.063,3,0.316,1.67,5.2486,0.1802,0.32,0,0,0,0,26,25,0.2394,0,17,4.0943445622221,2.5649493574615367,3.5553480614894135,3.912023005428146,1.3862943611198906,3.3447,0.2333,2.2727,0.4048,0.4526,2,3.5558,0,3.9762,0.8473
dev_231,840,339.0,74,1,5.0,2.0,23.0,"PHP,Java,Swift",1.585,Java,6,0.613,0.487,0.416,42,0.094,3.18,-2.3985,0.246,2.3,1,0,0,126,42,43,0.2221,0,9,5.8289456176102075,3.1780538303479458,1.791759469228055,1.0986122886681096,0.6931471805599453,2.8109,0.2176,0.303,0.625,0.5035,3,2.2029,1,-0.7268,0.8026
amber1,363,57.0,12,3,1.0,0.0,4.0,Elixir,0.0,Elixir,2,0.155,0.0,0.0,27,0.274,0.57,2.5232,0.1611,0.99,0,0,0,0,67,33,0.0652,0,5,4.060443010546419,1.6094379124341003,0.6931471805599453,0.0,1.3862943611198906,1.0861,0.2069,1.5075,0.5,0.0465,1,2.2312,0,1.2679,0.8613
stevenvaughn,3715,431.0,4,36,23.0,5.0,25.0,"Swift,R,HTML,Rust,C#,Python,Kotlin,TypeScript,Java,Elixir",3.3219,C#,4,0.459,0.0,0.592,44,0.328,2.19,9.1161,0.0318,10.17,1,0,0,132,271,21,0.3378,1,1,6.068425588244111,3.258096538021482,3.1780538303479458,1.791759469228055,3.6109179126442243,0.8135,0.0093,3.2229,0.7931,0.3153,10,11.7647,1,0.8161,0.9692
dev_3287,4458,925.0,57,13,178.0,39.0,910.0,"Scala,CSS,PHP,C++,Ruby,Julia,Java,Kotlin,C,TypeScript,JavaScript",3.4594,Scala,12,0.889,0.97,0.646,63,0.721,2.21,6.0668,-0.1164,12.21,1,1,0,17,431,81,0.495,2,20,6.8308742346461795,6.814542897259958,5.187385805840755,3.6888794541139363,2.639057329615259,1.4546,0.0616,0.9841,0.8165,0.8485,11,17.984,2,0.4593,0.8957
selenaadams,442,362.0,4,9,55.0,13.0,14.0,"Scala,Lua,R,PHP,Kotlin,SQL,Java",2.8074,PHP,4,0.463,0.508,0.252,31,0.259,2.34,3.4897,0.1777,1.21,0,0,1,0,41,7,0.3281,1,14,5.8944028342648505,2.70805020110221,4.02535169073515,2.639057329615259,2.302585092994046,5.6633,0.011,4.0724,0.7971,0.4177,7,6.2355,1,1.579,0.8491
gardneromar,30,5.0,0,3,7.0,8.0,34.0,Java,0.0,Java,0,0.074,0.005,0.084,15,0.343,0.83,-3.0399,0.2076,0.1,0,1,0,0,101,51,0.039,0,9,1.791759469228055,3.5553480614894135,2.0794415416798357,2.1972245773362196,1.3862943611198906,0.8065,0.0,2.7273,0.4375,0.0494,1,4.9288,1,-2.7635,0.8281
edward26,996,42.0,2,257,17.0,32.0,23.0,"Scala,HTML,Rust,Julia,Dart,Kotlin,TypeScript,JavaScript",3.0,Rust,3,0.608,0.243,0.185,42,0.456,1.01,0.1671,-0.0718,2.73,1,1,0,137,161,32,0.3067,1,18,3.7612001156935624,3.1780538303479458,2.8903717578961645,3.4965075614664802,5.552959584921617,0.2938,0.0465,68.9008,0.34,0.3351,8,17.6476,2,0.0448,0.933
leesteven,3304,12107.0,300,301,99.0,171.0,150.0,"HTML,R,Ruby,Julia,Java,C,SQL,JavaScript,Swift",3.1699,Ruby,14,1.0,0.742,1.0,66,0.683,3.71,7.1114,0.0655,9.05,0,1,1,0,2498,96,0.5899,2,17,9.401621670141608,5.017279836814924,4.605170185988092,5.147494476813453,5.71042701737487,25.6722,0.0248,29.9502,0.3653,0.8968,9,28.6508,2,0.7076,0.9385
ryan74,1284,620.0,35,15,9.0,3.0,56.0,"Lua,HTML,R,Rust,C#,SQL,Shell",2.8074,HTML,6,0.568,0.776,0.743,27,0.764,2.18,-0.7026,0.126,3.52,0,0,0,0,33,44,0.3515,1,7,6.431331081933479,4.04305126783455,2.302585092994046,1.3862943611198906,2.772588722239781,3.3688,0.0564,3.3186,0.6923,0.7037,7,11.2097,0,-0.1554,0.8881
jennifer34,3926,1341.0,220,25,24.0,54.0,141.0,"PHP,Rust,Ruby,C#,Python,Kotlin,C,Go",3.0,Ruby,10,0.827,0.32,0.382,65,0.522,1.92,1.9861,-0.1413,10.75,1,1,1,38,33,55,0.4012,2,17,7.201916317531627,4.955827057601261,3.2188758248682006,4.007333185232471,3.258096538021482,2.3946,0.1639,2.1277,0.3038,0.4907,8,16.1466,3,0.169,0.8762
cynthiasantiago,1455,287.0,90,16,17.0,26.0,83.0,"CSS,Lua,C++,Dart,Java,Swift",2.585,C++,5,0.543,0.351,0.24,42,0.647,4.74,1.4671,0.0031,3.98,1,0,1,48,450,71,0.3585,1,2,5.662960480135946,4.430816798843313,2.8903717578961645,3.295836866004329,2.833213344056216,1.3801,0.3125,3.2129,0.3864,0.3753,6,12.5534,2,0.2946,0.9969
wjenkins,3233,3261.0,190,79,1095.0,413.0,507.0,"CSS,R,Go,C++,Ruby,JavaScript,Dart,C#,Python,C,Java",3.4594,C,10,0.923,0.697,0.441,57,0.709,2.64,0.9787,-0.2143,8.85,1,1,1,25,3152,114,0.465,1,0,8.09009578318096,6.230481447578482,6.999422467507961,6.025865973825314,4.382026634673881,7.0707,0.0582,8.0203,0.7256,0.688,11,27.3021,3,0.0994,0.8235
dev_2188,279,581.0,20,12,16.0,21.0,28.0,Python,0.0,Python,11,0.699,0.144,0.165,3,0.6,1.66,5.9373,0.0155,0.76,0,0,0,0,293,0,0.2633,1,15,6.366470447731438,3.367295829986474,2.833213344056216,3.091042453358316,2.5649493574615367,14.3386,0.0344,6.8182,0.4211,0.3168,1,8.6369,0,3.3735,0.9847
dev_3019,3525,1246.0,103,32,6.0,7.0,23.0,"Python,C#,JavaScript,Elixir",2.0,C#,1,0.452,0.145,0.429,64,0.554,3.11,0.0815,0.2085,9.65,0,1,1,0,64,10,0.2022,1,1,7.1284959456800365,3.1780538303479458,1.9459101490553132,2.0794415416798357,3.4965075614664802,2.4781,0.0826,3.0047,0.4286,0.3223,4,11.1121,2,0.0077,0.8275
johnsonjennifer,2688,5940.0,537,93,620.0,0.0,1435.0,"Lua,HTML,C++,Kotlin,Python,C,TypeScript,Shell,Go,Swift",3.3219,Shell,9,0.776,1.0,0.731,76,0.924,2.83,6.3433,-0.0918,7.36,0,1,1,0,690,20,0.5427,2,21,8.689632748355741,7.269616749608169,6.431331081933479,0.0,4.543294782270004,15.48,0.0904,11.1244,0.9984,0.8521,10,33.028,2,0.7588,0.9159
roachbob,3822,991.0,160,233,2166.2100000000046,1941.050000000001,280.0,"Scala,R,Haskell,Rust,Julia,JavaScript,Java,SQL,Shell,Go",3.3219,Go,5,0.453,0.346,0.604,52,0.695,3.72,7.2194,-0.148,10.46,0,0,1,0,1651,106,0.5616,2,6,6.899723107284872,5.638354669333745,7.681195905009043,7.571499395172767,5.455321115357702,1.8186,0.1613,20.3316,0.5273,0.4555,10,30.759,1,0.63,0.8711
teresa33,3953,2932.0,117,140,154.0,168.0,516.0,"Scala,Lua,HTML,PHP,R,Dart,C#,TypeScript,JavaScript,Elixir",3.3219,HTML,9,1.0,0.517,0.811,57,0.502,2.48,4.6555,-0.0917,10.82,1,0,1,59,2259,109,0.4827,1,7,7.983781068977451,6.248042874508429,5.043425116919247,5.1298987149230735,4.948759890378168,5.2019,0.0399,11.8443,0.4768,0.7501,10,30.9201,2,0.3939,0.916
gary41,1169,139.0,23,13,3.0,3.0,248.0,"CSS,Lua,Haskell,Kotlin,SQL",2.3219,CSS,7,0.253,0.318,0.543,34,0.097,1.13,1.5612,0.015,3.2,0,0,1,0,655,0,0.222,1,3,4.941642422609304,5.517452896464707,1.3862943611198906,1.3862943611198906,2.639057329615259,0.8303,0.1643,3.0952,0.4286,0.366,5,14.5609,1,0.3717,0.9852
dev_8162,2428,1196.0,246,26,44.0,42.0,347.0,"CSS,Go,Julia,Dart,C#,SQL,Java",2.8074,CSS,14,0.587,0.0,0.293,48,0.754,3.61,4.0649,0.0023,6.65,0,1,0,0,1116,15,0.3175,1,3,7.087573705557973,5.8522024797744745,3.8066624897703196,3.7612001156935624,3.295836866004329,3.4487,0.2055,3.3987,0.5057,0.264,7,19.2879,1,0.5314,0.9977
angela34,805,44.0,4,16,3.0,0.0,0.0,Haskell,0.0,Haskell,3,0.528,0.428,0.0,43,0.238,1.42,3.7687,0.1258,2.2,0,0,1,0,42,48,0.12,0,8,3.8066624897703196,0.0,1.3862943611198906,0.0,2.833213344056216,0.3813,0.0889,5.0,0.75,0.3296,1,0.0,1,1.1777,0.8883
larry23,4793,3911.0,1190,494,560.0,458.0,5666.0,"CSS,Lua,HTML,Scala,C++,Rust,Ruby,Julia,JavaScript,C,Kotlin,Python,SQL,TypeScript,Shell,Go",4.0,Kotlin,10,0.785,0.843,0.242,56,0.565,3.33,1.264,-0.1867,13.12,0,1,1,0,9634,26,0.5094,2,12,8.271804031154709,8.64241515616962,6.329720905522696,6.129050210060545,6.20455776256869,5.7242,0.3042,34.9858,0.5496,0.6453,16,53.6224,2,0.0895,0.8427
rachel45,2996,97.0,2,20,11.0,10.0,297.0,"Julia,Java,Elixir,Haskell,Shell,JavaScript,Swift",2.8074,Elixir,4,0.541,0.135,0.307,29,0.01,2.31,-0.7715,-0.0724,8.2,0,0,0,0,1068,26,0.2043,1,5,4.584967478670572,5.697093486505405,2.4849066497880004,2.3978952727983707,3.044522437723423,0.227,0.0204,2.1739,0.5,0.3084,7,17.3449,0,-0.0839,0.9325
dennis79,1062,184.0,11,12,22.0,4.0,2.0,Scala,0.0,Scala,5,0.059,0.0,0.084,30,0.564,1.04,4.6497,0.0512,2.91,0,0,1,0,104,82,0.1082,0,20,5.220355825078325,1.0986122886681096,3.1354942159291497,1.6094379124341003,2.5649493574615367,1.208,0.0595,3.0691,0.8148,0.0429,1,2.8179,1,1.1892,0.9513
dev_9710,2118,324.0,63,4,9.0,1.0,11.0,"Scala,Lua,R,C++,C#,SQL,Shell,Go,Elixir",3.1699,C#,5,0.204,0.634,0.497,9,0.588,2.63,-1.161,-0.0255,5.8,1,1,1,82,266,0,0.3135,0,1,5.783825182329737,2.4849066497880004,2.302585092994046,0.6931471805599453,1.6094379124341003,1.0707,0.1938,0.5882,0.8182,0.4639,9,3.9993,3,-0.1707,0.9751
dev_3713,3531,2735.0,72,180,7.0,2.0,388.0,"Scala,HTML,JavaScript,Dart,Kotlin,TypeScript,Shell,Go,Swift",3.1699,TypeScript,17,1.0,0.746,0.276,63,0.39,3.22,4.3051,-0.0156,9.67,1,1,0,80,1973,67,0.4246,2,23,7.914252278742441,5.963579343618446,2.0794415416798357,1.0986122886681096,5.198497031265826,5.4283,0.0263,16.8697,0.7,0.6812,9,31.0016,2,0.4035,0.9846
dev_3594,1955,120.0,29,7,1.0,1.0,73.0,"Lua,Rust,C++,Dart,SQL",2.3219,SQL,8,0.181,0.215,0.0,26,0.516,0.5,-4.0731,0.1143,5.35,1,0,0,55,55,19,0.2012,0,19,4.795790545596741,4.304065093204169,0.6931471805599453,0.6931471805599453,2.0794415416798357,0.4298,0.2397,1.1024,0.3333,0.1403,5,8.9501,1,-0.6414,0.8974
dev_8026,1889,2930.0,464,15,46.0,43.0,67.0,"R,HTML,C++,C#,Kotlin,Python,Shell",2.8074,C#,11,0.355,0.0,0.622,51,0.781,2.34,8.8782,-0.0638,5.17,0,0,0,0,1205,69,0.3685,1,1,7.983098940710892,4.219507705176107,3.8501476017100584,3.784189633918261,2.772588722239781,10.8583,0.1583,2.4311,0.5111,0.2931,7,11.699,0,1.4389,0.94
dev_6139,907,65.0,5,4,9.0,0.0,10.0,Rust,0.0,Rust,3,0.0,0.527,0.606,22,0.374,2.21,3.2747,0.1028,2.48,0,1,1,0,48,30,0.176,1,18,4.189654742026425,2.3978952727983707,2.302585092994046,0.0,1.6094379124341003,0.5002,0.0758,1.1494,0.9,0.3926,1,3.8593,2,0.941,0.9068
fnorton,2989,693.0,4,7,23.0,25.0,374.0,"C++,Dart,Python,Haskell,JavaScript",2.3219,Python,7,0.139,0.295,0.782,38,0.294,3.03,1.6686,-0.0443,8.18,1,0,0,139,984,6,0.3065,1,15,6.542471960506805,5.926926025970411,3.1780538303479458,3.258096538021482,2.0794415416798357,1.6254,0.0058,0.7625,0.4694,0.3943,5,12.3247,1,0.1818,0.9576
dev_8631,1425,30.0,8,36,62.0,59.0,289.0,"Scala,R,HTML,Rust,Haskell,Dart,SQL,Go",3.0,Scala,10,0.676,0.691,0.0,50,0.205,3.13,-4.2889,0.2732,3.9,0,0,1,0,96,21,0.2855,0,20,3.4339872044851463,5.66988092298052,4.143134726391533,4.0943445622221,3.6109179126442243,0.1472,0.2581,7.3469,0.5082,0.4792,8,20.4735,1,-0.8753,0.7854
christine34,2872,330.0,50,628,681.0,168.0,80.0,"Lua,C++,Dart,C,TypeScript,JavaScript,Elixir",2.8074,C,16,0.635,0.986,0.836,60,0.947,2.51,3.8949,-0.2611,7.86,0,0,1,0,1363,48,0.4868,2,0,5.802118375377063,4.394449154672439,6.525029657843462,5.1298987149230735,6.444131256700441,0.8054,0.1511,70.8804,0.8012,0.8357,7,28.3184,1,0.4396,0.793
dev_4868,559,46.0,0,39,52.0,110.0,50.0,"Dart,Rust,C",1.585,C,4,0.671,0.228,0.208,17,0.651,2.57,0.6501,0.1756,1.53,1,0,0,82,134,67,0.2458,0,0,3.8501476017100584,3.9318256327243257,3.970291913552122,4.709530201312334,3.6888794541139363,0.571,0.0,15.415,0.319,0.3549,3,14.504,1,0.257,0.8506
trogers,579,21.0,4,5,24.0,27.0,7.0,"PHP,Python,Elixir",1.585,PHP,2,0.676,0.63,0.113,15,0.01,2.85,-2.482,-0.0903,1.59,1,0,1,22,101,15,0.2456,1,14,3.091042453358316,2.0794415416798357,3.2188758248682006,3.332204510175204,1.791759469228055,0.251,0.1818,1.9305,0.4615,0.4887,3,3.7259,2,-0.9583,0.9172
llynch,309,3.0,0,5,8.0,0.0,10.0,C++,0.0,C++,0,0.024,0.0,0.0,5,0.166,1.62,-2.0574,0.0632,0.85,0,0,0,0,17,3,0.0898,0,2,1.3862943611198906,2.3978952727983707,2.1972245773362196,0.0,1.791759469228055,0.0664,0.0,2.7027,0.8889,0.0072,1,4.2965,0,-1.1121,0.9406
dev_6889,741,340.0,28,28,4.0,2.0,13.0,"Julia,CSS,Swift",1.585,Swift,3,0.422,0.0,0.31,31,0.275,1.78,4.2012,0.349,2.03,0,0,0,0,63,18,0.1522,0,22,5.831882477283517,2.639057329615259,1.6094379124341003,1.0986122886681096,3.367295829986474,3.1907,0.0821,9.2409,0.5714,0.2196,3,8.8865,0,1.3865,0.7413
paullucero,2223,523.0,23,55,397.0,710.0,47.0,"Lua,C++,Ruby,C#,Haskell,Java,Swift",2.8074,C++,11,0.017,0.295,0.541,63,0.626,2.67,-1.4016,-0.0972,6.09,0,0,1,0,189,86,0.3713,1,2,6.261491684321042,3.8712010109078907,5.986452005284438,6.566672429803241,4.02535169073515,1.6463,0.0439,7.7574,0.3583,0.2854,7,15.5829,1,-0.1977,0.9114
dev_1110,2859,140.0,37,13,13.0,6.0,49.0,"Go,TypeScript,Shell,C",2.0,Shell,12,0.551,0.452,0.452,50,0.465,3.49,1.7111,0.0831,7.83,1,0,1,123,79,95,0.2745,1,21,4.948759890378168,3.912023005428146,2.639057329615259,1.9459101490553132,2.639057329615259,0.343,0.2624,1.4723,0.65,0.4817,4,10.3241,2,0.1938,0.9233
dev_3386,1522,106.0,17,6,12.0,1.0,418.0,"CSS,Lua,HTML,Shell,JavaScript",2.3219,Lua,0,0.883,0.0,0.508,37,0.353,1.22,8.9754,-0.0034,4.17,0,0,0,0,61,40,0.3132,2,13,4.672828834461906,6.037870919922137,2.5649493574615367,0.6931471805599453,1.9459101490553132,0.4866,0.1589,1.1605,0.8571,0.4173,5,11.7492,0,1.7361,0.9966
dev_7355,1109,3.0,0,4,0.0,0.0,6.0,"Scala,HTML,Dart,C#,TypeScript,JavaScript,Swift",2.8074,TypeScript,4,0.311,0.08,0.0,3,0.396,1.19,-3.0943,0.1172,3.04,0,0,0,0,28,8,0.2232,0,23,1.3862943611198906,1.9459101490553132,0.0,0.0,1.6094379124341003,0.0189,0.0,0.9901,0.0,0.1253,7,3.1318,0,-0.7659,0.8951
dev_6957,2162,2308.0,572,53,7.0,1.0,315.0,"R,HTML,Ruby,C,Java,Elixir",2.585,HTML,14,0.333,0.536,0.551,90,0.879,2.24,8.1307,-0.0431,5.92,0,0,1,0,459,0,0.4022,2,7,7.744569809354496,5.755742213586912,2.0794415416798357,0.6931471805599453,3.9889840465642745,7.4731,0.2477,7.659,0.7778,0.4796,6,22.9596,1,1.175,0.9587
jkelly,4440,1402.0,250,281,1633.0,822.0,653.0,"Scala,CSS,Rust,Julia,Java,Kotlin,Haskell,Go,Elixir",3.1699,Julia,8,0.934,1.0,0.683,70,0.406,2.71,6.1885,0.0782,12.16,1,1,0,12,316,73,0.4744,2,11,7.246368080102461,6.483107351457199,7.3987862754199485,6.71295620067707,5.641907070938114,2.2137,0.1782,21.3526,0.6649,0.8851,9,36.5771,2,0.4703,0.9275
brandy38,3642,4196.0,606,94,259.0,385.0,445.0,"CSS,Julia,C,Elixir,SQL,Java,Swift",2.8074,Swift,13,0.895,0.553,0.606,51,0.742,2.55,4.3387,-0.1299,9.97,0,1,1,0,701,76,0.4196,2,22,8.34212526333359,6.100318952020064,5.560681631015528,5.955837369464831,4.553876891600541,8.0779,0.1444,8.5688,0.4016,0.6715,7,27.7801,2,0.3955,0.885
natalie4,30,2.0,0,3,0.0,0.0,27.0,Java,0.0,Java,3,0.0,0.031,0.266,25,0.324,1.4,-1.6925,0.183,0.1,0,0,1,0,34,0,0.074,0,9,1.0986122886681096,3.332204510175204,0.0,0.0,1.3862943611198906,0.3226,0.0,2.7273,0.0,0.0922,1,4.6194,1,-1.5386,0.8453
