developer_id,total_commits,commits_last_90d,stars_received,pull_requests_merged,issues_closed,total_repos,language_entropy,language_count,framework_count,primary_language,languages_used,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,avg_repo_description_len,has_bio,has_company,has_location,has_blog,commit_trend_slope,activity_decay_lambda,account_age_days,years_active,consistency_score,tech_diversity,quality_volume_ratio,collab_index,recent_activity_ratio,developer_dna_score,developer_tier,profile_type
dev_368295,1732,300,244,80,5,113,1.7111,5,2,JavaScript,"R,Kotlin,Go,Elixir,JavaScript",0.6306,0.5302,0.8779,44.5,0.027,1.928,54.73,1,0,1,1,4.6033,0.135,2045,5.6,0.533,0.6845,0.8794,0.9388,3.8335,0.5696,2,standard
dev_447593,347,103,10,8,3,7,0.8123,4,1,JavaScript,"R,C,PHP,Java",0.369,0.0402,0.284,37.89,0.7454,1.1581,24.9,0,0,1,0,1.3508,0.1428,964,2.64,0.5423,0.2031,0.3562,1.1309,3.0448,0.2511,1,standard
dev_823469,3245,740,562,28,19,10,1.7547,8,3,C,"Ruby,Scala,R,TypeScript,Kotlin,Rust,Python,Java",0.799,0.9445,0.8436,58.48,0.2755,1.9199,51.24,0,1,0,0,3.6309,-0.0689,1687,4.62,0.549,0.8773,1.0636,1.5579,4.1931,0.6634,2,standard
dev_793968,95,16,91,2,15,19,1.5172,1,0,Java,Elixir,0.4235,0.2412,0.6916,55.53,0.7084,1.3043,34.72,0,1,0,0,-0.7392,0.0352,754,2.07,0.5483,0.0,0.924,0.9494,1.2814,0.315,0,standard
dev_322374,56,7,4,1,1,2,1.7726,1,0,Elixir,JavaScript,0.8589,0.0564,0.4836,33.15,0.6235,1.2151,41.87,0,0,1,0,2.4728,-0.2303,1526,4.18,0.5674,0.0,1.0265,0.7925,1.6099,0.3851,0,standard
dev_928787,1543,350,310,83,25,53,2.3707,4,3,Ruby,"Kotlin,TypeScript,Elixir,Java",0.5272,0.6175,0.7394,59.12,0.0009,1.6862,65.35,1,0,1,1,3.3876,0.0826,2292,6.28,0.7784,1.1854,0.8425,1.1707,5.6083,0.6563,2,standard
dev_674703,199,21,45,9,19,10,1.8322,4,1,PHP,"Rust,Java,TypeScript,Elixir",0.2487,0.5785,0.6448,57.07,0.6023,1.7348,85.44,0,1,1,0,0.3484,-0.1027,860,2.36,0.5838,0.458,0.9252,1.3551,0.9503,0.4684,1,standard
dev_237307,419,117,19,12,5,11,1.4839,4,2,Rust,"Java,Ruby,C,Rust",0.711,0.6187,0.8554,59.86,0.681,1.0805,39.92,1,1,0,1,2.8834,-0.3956,1683,4.61,0.6112,0.5936,1.1684,1.1269,4.9353,0.5012,1,standard
dev_876871,957,75,59,17,29,28,1.3876,3,3,Java,"Java,JavaScript,Go",0.185,0.3781,0.4363,39.3,0.2585,2.3437,52.15,1,0,0,1,-0.0892,-0.1673,1906,5.22,0.6722,0.6938,0.4847,1.132,1.6027,0.3914,0,standard
dev_614680,202,37,11,11,14,48,1.4314,2,0,Go,"PHP,JavaScript",0.5338,0.2582,0.8269,39.76,0.6467,1.4758,43.42,1,0,1,0,0.8368,0.0106,2062,5.65,0.6974,0.0,0.9449,0.8328,3.7227,0.4282,1,standard
dev_387001,95,0,31,36,4,59,1.5603,2,2,Kotlin,"R,JavaScript",0.3131,0.219,0.843,84.95,0.4391,1.5235,19.59,1,1,0,1,0.0417,0.1741,1769,4.85,0.7852,0.6241,0.9314,0.9034,0.0,0.37,1,standard
dev_604084,232,62,7,5,29,15,0.5682,1,0,TypeScript,C,0.2117,0.1422,0.2591,49.09,0.871,1.1748,7.73,0,1,1,1,1.1733,0.2351,196,0.54,0.1494,0.0,0.3569,1.2549,0.5697,0.3264,0,standard
dev_229050,1369,76,702,206,56,110,2.382,3,4,Java,"Python,Elixir,C++",0.8977,0.611,0.7962,82.35,0.1602,2.1427,67.02,1,0,1,1,0.9082,0.1128,2116,5.8,0.7359,1.3611,1.0278,1.1809,1.2664,0.5954,2,standard
dev_203750,4452,1941,5,21,18,14,1.4873,6,3,Scala,"R,Elixir,Java,JavaScript,Ruby,C",0.7462,0.5298,0.6708,34.29,0.4669,1.6616,32.06,0,1,1,0,3.0276,-0.0758,3248,8.9,0.8441,0.7437,0.7493,1.3305,10.0,0.5776,0,standard
dev_917244,1109,280,34,44,37,16,1.9375,3,4,C++,"R,TypeScript,JavaScript",0.5969,0.4583,0.6693,64.46,0.0153,2.0466,100.62,1,1,1,0,-0.4851,-0.445,2660,7.29,0.6115,1.1071,0.7919,1.5246,7.1723,0.4913,1,standard
dev_830651,6991,2861,1430,195,69,13,1.6115,5,3,PHP,"Go,Kotlin,Java,Scala,TypeScript",0.7957,0.6798,0.3205,26.87,0.0277,3.2242,55.69,1,0,1,0,-0.3688,-0.3409,1439,3.94,0.5188,0.8058,0.6778,2.0604,6.4429,0.6536,2,standard
dev_897816,785,400,31,20,20,11,1.2926,6,4,JavaScript,"Ruby,JavaScript,Kotlin,Go,Swift,Java",0.3953,0.4482,0.8718,25.69,0.21,1.3622,36.07,0,1,1,1,1.5496,-0.35,1447,3.96,0.8257,0.7386,0.8267,1.4478,7.9205,0.5031,1,standard
dev_995792,255,85,86,2,1,15,0.3598,1,1,Python,Ruby,0.0205,0.1074,0.2359,55.76,0.0681,1.0,0.0,0,1,0,1,-2.8124,0.4054,182,0.5,0.9353,0.0899,0.2124,0.4893,0.6615,0.2308,0,standard
dev_804875,687,91,125,21,24,36,2.2904,4,3,Elixir,"Go,TypeScript,C,Python",0.6029,0.836,0.9614,51.12,0.884,3.1622,19.96,0,0,1,0,3.08,-0.3514,1876,5.14,0.7913,1.1452,1.2115,1.0525,2.6447,0.6378,1,standard
dev_704261,8493,1032,27,49,18,15,2.5905,6,4,R,"Go,Scala,Python,TypeScript,PHP,Swift",0.7379,0.9458,0.6002,91.25,0.0362,2.263,75.58,1,0,0,0,3.4967,-0.1935,2433,6.67,0.9504,1.4803,0.8525,1.4893,3.2302,0.6534,2,standard
dev_919702,2013,522,645,447,132,73,1.5651,4,2,Swift,"Elixir,Rust,Swift,PHP",0.5647,0.806,0.853,57.31,0.3176,1.8252,110.47,0,0,1,0,2.4738,-0.3185,3630,9.95,0.8767,0.626,0.9701,1.4738,10.0,0.6336,2,standard
dev_159141,4793,671,92,24,31,19,1.3802,4,1,C++,"Elixir,Kotlin,Go,Ruby",0.9755,0.4107,0.3913,42.57,0.0798,1.7274,80.69,1,1,0,0,2.2443,-0.3465,1015,2.78,0.559,0.3451,0.6697,1.3222,1.5546,0.5008,1,standard
dev_601856,293,132,1,12,1,10,0.9085,5,0,TypeScript,"Elixir,TypeScript,Java,Rust,Ruby",0.2136,0.4663,0.2338,41.83,0.8509,2.0227,63.27,0,0,0,1,2.3041,-0.0022,999,2.74,0.4111,0.0,0.5546,1.062,4.7566,0.418,0,standard
dev_540834,134,58,6,6,1,5,0.638,1,1,Kotlin,Kotlin,0.1752,0.1613,0.0364,18.94,0.7211,1.7645,32.95,0,0,1,1,0.3597,0.0345,395,1.08,0.2049,0.1595,0.2557,1.0686,1.8152,0.3657,0,standard
dev_986460,514,31,41,0,2,5,1.2511,3,1,Java,"PHP,TypeScript,Kotlin",0.4397,0.5378,0.0339,32.33,0.7473,1.0951,79.87,0,1,0,1,1.4197,0.1032,1292,3.54,0.3759,0.3128,0.563,0.5646,0.8314,0.3184,0,standard
dev_487377,478,168,64,19,2,6,1.0608,2,2,Java,"Java,Swift",0.4483,0.5782,0.5184,52.23,0.5954,2.5228,62.55,1,0,1,0,2.7571,-0.2198,2085,5.71,0.9293,0.4243,0.8312,1.4865,7.6666,0.4378,1,standard
dev_431419,343,86,57,3,3,4,0.7825,1,2,Go,Python,0.4089,0.0588,0.3832,58.65,0.8467,1.116,31.86,0,0,1,0,-1.1198,0.2345,926,2.54,0.0798,0.313,0.4396,1.086,2.4734,0.2576,0,standard
dev_458536,300,7,130,36,47,6,0.685,3,4,PHP,"Ruby,Swift,Rust",0.7258,0.7338,0.7741,66.1,0.6334,1.0,33.94,1,0,0,1,0.3505,0.0605,1855,5.08,0.7858,0.3914,1.2803,2.1308,0.4445,0.4905,1,hybrid_low_vol_high_qual
dev_465743,248,3,46,78,76,10,2.0816,3,1,Python,"C,Java,TypeScript",0.7951,0.9104,0.4674,43.64,0.3909,1.2978,68.59,0,0,0,0,1.3998,0.0663,1017,2.79,0.9165,0.5204,1.3225,2.0296,0.129,0.4583,2,hybrid_low_vol_high_qual
dev_250309,5095,2024,40,48,14,9,1.5114,5,3,Ruby,"Python,Java,R,C++,Ruby",0.5577,0.804,0.9182,46.81,0.8265,1.0,6.79,1,0,1,0,-0.4574,-0.1423,2189,6.0,0.4674,0.7557,0.8851,1.7278,9.4881,0.5005,1,standard
dev_205841,289,72,39,12,7,19,1.4451,6,3,Go,"Go,Rust,Ruby,R,Scala,Swift",0.4513,0.3987,0.4548,10.82,0.7067,2.0606,52.23,1,0,1,0,-0.9902,0.1082,2118,5.8,0.2588,0.7226,0.7475,0.984,5.3545,0.4132,1,standard
dev_142568,994,588,18,6,58,32,1.148,1,2,JavaScript,Rust,0.9405,0.6644,0.5536,52.01,0.328,2.1628,41.76,0,1,0,1,0.5362,-0.0242,2402,6.58,0.1644,0.4592,1.0196,1.1838,10.0,0.5258,1,standard
dev_289694,448,97,254,23,5,18,1.8951,6,5,Python,"C,JavaScript,Swift,PHP,C++,TypeScript",0.3028,0.7217,0.7946,62.24,0.2331,2.1153,96.16,1,0,1,0,2.4491,-0.1098,2064,5.66,0.7856,1.1844,0.9955,1.124,4.6624,0.6178,2,standard
dev_955788,11207,7353,88,12,7,53,0.9282,2,2,Elixir,"Elixir,Rust",0.0252,0.0921,0.1725,69.15,0.1494,2.4041,65.74,1,0,1,1,3.292,-0.3398,1863,5.11,0.4456,0.3713,0.102,0.7476,10.0,0.4768,2,hybrid_high_vol_low_qual
dev_299168,146,7,8,9,0,6,1.3386,2,2,Go,"C++,TypeScript",0.1659,0.3245,0.2207,11.73,0.7237,1.6935,26.99,0,0,0,0,-1.2717,0.5361,980,2.69,0.5497,0.5354,0.4828,1.1073,0.4798,0.1964,0,standard
dev_553539,619,184,260,34,13,18,1.8401,5,3,Elixir,"Ruby,TypeScript,Python,Scala,Rust",0.6639,0.8277,0.7137,68.52,0.4154,1.95,69.16,1,0,1,0,4.4148,0.2139,2194,6.01,0.7893,0.92,1.14,1.2922,6.8819,0.5933,2,standard
dev_853611,612,101,277,6,17,57,1.6187,4,3,Kotlin,"Swift,Scala,Python,Go",0.2964,0.7431,0.3686,71.39,0.4755,2.7811,70.63,0,1,1,0,0.6188,0.0826,1235,3.39,0.8814,0.8094,0.762,0.7794,2.1865,0.4924,1,standard
dev_941908,2777,1130,202,7,46,24,2.3166,6,3,Elixir,"Scala,Python,Java,R,Kotlin,Go",0.644,0.8715,0.982,51.38,0.0629,3.0362,29.78,1,1,1,1,2.0019,-0.0317,2280,6.25,0.8315,1.1583,1.0416,1.2243,10.0,0.693,2,standard
dev_322540,935,386,51,3,7,7,1.4894,5,2,C,"PHP,TypeScript,Kotlin,Swift,Ruby",0.7143,0.3055,0.6293,27.82,0.7569,2.4285,34.84,0,1,0,0,0.5555,-0.0213,1898,5.2,0.7576,0.5958,0.7567,1.0913,8.4025,0.4343,0,standard
dev_926485,1321,440,182,17,65,27,1.6897,3,3,Python,"Swift,R,C",0.4146,0.1247,0.0437,79.34,0.7595,2.6352,37.57,0,0,1,1,2.385,-0.1398,2694,7.38,0.9203,0.8448,0.2572,1.3123,9.6206,0.4642,2,hybrid_high_vol_low_qual
dev_216856,1504,796,980,13,58,51,1.9658,7,3,Ruby,"Elixir,Java,Kotlin,Go,Swift,Rust,JavaScript",0.5139,0.9164,0.9005,22.77,0.2127,2.6694,62.3,0,0,1,0,4.2296,0.0897,3102,8.5,0.6817,0.9829,1.0664,1.0772,10.0,0.6644,2,standard
dev_402686,3938,1962,400,81,57,5,2.3171,7,4,C++,"Elixir,Swift,TypeScript,Java,C++,Go,R",0.7998,0.5525,0.9878,83.17,0.1508,2.9878,36.11,0,0,0,1,2.3967,-0.3447,2502,6.86,0.8909,1.324,0.9038,2.5358,10.0,0.6142,2,standard
dev_747529,178,17,9,3,1,7,0.9212,3,0,JavaScript,"Ruby,Swift,Kotlin",0.2778,0.0747,0.1871,29.82,0.8028,1.0,46.89,0,0,0,1,-0.4875,0.0851,611,1.67,0.1865,0.0,0.3203,0.7325,0.6164,0.2526,0,standard
dev_401578,1936,908,99,23,8,75,1.9747,6,4,JavaScript,"Kotlin,Go,R,Rust,Python,TypeScript",0.2771,0.9237,0.885,75.98,0.8221,2.3745,59.36,0,1,0,1,0.9545,-0.3578,3501,9.59,0.824,1.1284,0.9364,0.7979,10.0,0.6444,2,standard
dev_292711,937,564,6,25,14,24,1.4808,4,1,TypeScript,"Java,C++,Rust,Go",0.5041,0.4858,0.4486,43.35,0.3952,2.2282,66.42,1,1,0,0,1.4908,-0.3895,1454,3.98,0.4294,0.3702,0.6914,1.1322,9.431,0.4088,1,standard
dev_123674,1171,451,27,7,22,15,0.8849,1,3,R,C++,0.7489,0.2651,0.6623,38.96,0.3979,2.0552,33.3,1,0,0,0,-1.8348,0.0062,1747,4.79,0.9252,0.4425,0.7387,1.2005,7.2555,0.413,1,standard
dev_675583,2006,1199,18,7,26,46,1.6984,5,4,Ruby,"Elixir,Scala,Java,JavaScript,Go",0.6069,0.5902,0.2926,22.45,0.4236,2.0132,66.46,1,0,1,1,1.1538,-0.25,3249,8.9,0.9734,0.9705,0.6567,0.9109,10.0,0.5515,2,standard
dev_389556,1663,132,225,37,47,37,2.6917,5,3,C,"C++,C,JavaScript,R,Ruby",0.7231,0.8864,0.8599,58.96,0.206,2.3954,73.32,0,0,1,1,-1.3223,0.0128,2447,6.71,0.8913,1.3458,1.1034,1.2127,2.0951,0.5779,2,standard
dev_316847,7239,1049,171,25,79,37,2.1361,5,2,Go,"C++,Scala,JavaScript,PHP,Java",0.833,0.6921,0.891,56.82,0.5942,1.6073,102.22,1,1,1,0,1.5875,0.2312,2588,7.09,0.5033,0.8544,0.8835,1.2703,4.095,0.631,2,standard
dev_982445,2129,718,722,43,6,70,2.4241,8,2,JavaScript,"Rust,Swift,Ruby,R,PHP,Java,C,Python",0.9347,0.3739,0.8655,62.62,0.4664,1.738,88.91,0,0,1,1,1.7372,-0.1452,3139,8.6,0.6037,0.9696,0.8882,0.9147,10.0,0.6274,2,standard
dev_434312,356,38,58,8,5,2,1.2133,1,0,Swift,Swift,0.0367,0.2155,0.3814,38.5,0.1209,2.0478,41.08,1,0,0,0,1.4717,-0.0784,1623,4.45,0.5772,0.0,0.3541,1.9037,1.8083,0.3555,0,standard
dev_656836,2045,762,105,47,58,61,1.9246,7,3,R,"R,Go,PHP,Kotlin,Java,C++,C",0.747,0.9272,0.7215,68.51,0.0171,2.0311,73.19,0,0,0,0,1.9733,-0.0182,2756,7.55,0.8213,0.9623,1.0506,1.1256,10.0,0.6008,2,standard
dev_981478,5107,837,1169,116,120,59,2.0992,3,3,Python,"Swift,JavaScript,C",0.6192,0.6107,0.3676,73.05,0.1428,1.9597,40.35,1,1,1,0,0.2353,-0.0515,1904,5.22,0.3591,1.0496,0.6255,1.3301,3.4067,0.5924,2,inconsistent
dev_466762,210,55,6,23,8,22,1.2875,2,1,JavaScript,"Python,R",0.8988,0.286,0.4993,64.9,0.5744,2.1321,43.21,1,0,0,1,2.3105,0.0633,1187,3.25,0.303,0.3219,0.9791,1.0905,3.2098,0.4166,1,standard
dev_370563,1943,544,24,8,28,24,2.3432,2,2,Kotlin,"Scala,PHP",0.1938,0.7148,0.1085,51.72,0.8321,1.2798,36.75,1,1,1,0,2.8622,-0.4358,2276,6.24,0.5187,0.9373,0.4908,1.1083,6.8956,0.5313,2,standard
dev_344454,734,131,285,75,5,13,1.9696,4,4,Rust,"R,Python,C,TypeScript",0.7015,0.7704,0.7067,74.31,0.1483,2.197,32.38,1,1,0,0,0.0431,-0.0813,2331,6.39,0.9446,1.1255,1.0905,1.6227,4.4062,0.5958,2,standard
dev_892956,150,24,5,0,1,7,0.8411,1,1,Java,R,0.0743,0.1989,0.3659,19.83,0.8019,1.8521,29.08,0,1,0,0,-1.6075,0.3072,601,1.65,0.0841,0.2103,0.4135,0.3155,1.0095,0.1811,0,standard
dev_629471,237,31,103,15,9,22,1.134,3,1,Kotlin,"C,R,Java",0.1755,0.4065,0.8505,48.39,0.7216,1.8144,47.64,1,0,1,1,0.3231,0.0978,1396,3.83,0.7181,0.2835,0.8442,1.0128,1.8808,0.4755,1,standard
dev_191442,150,55,1,6,1,2,0.225,1,0,Scala,Elixir,0.5746,0.1919,0.0259,37.64,0.9646,1.193,14.93,0,1,0,0,-0.3772,0.2131,789,2.16,0.362,0.0,0.502,1.5,2.999,0.2568,0,standard
dev_719342,66,4,14,2,0,2,0.0,2,0,Kotlin,"Swift,C++",0.0344,0.1514,0.2749,25.15,0.9318,1.0,49.35,0,0,0,0,-2.1168,0.2095,680,1.86,0.0713,0.0,0.3563,0.7925,0.406,0.0994,0,standard
dev_634195,167,62,3,1,3,12,0.3727,5,1,Kotlin,"Elixir,JavaScript,C++,PHP,Go",0.1531,0.1602,0.0793,14.0,0.807,1.4286,37.34,0,1,0,1,-0.1323,0.1864,1344,3.68,0.2409,0.0932,0.2562,0.6099,5.0254,0.2803,0,standard
dev_741965,841,58,30,21,4,12,1.4298,5,2,C,"Ruby,R,Elixir,Python,Kotlin",0.5005,0.6586,0.3382,38.87,0.4301,1.5598,128.83,1,1,1,1,-0.1124,0.112,2723,7.46,0.8929,0.5719,0.7535,1.2346,1.9876,0.476,1,standard
dev_101415,173,9,99,10,5,26,1.6172,5,3,Elixir,"Java,Kotlin,PHP,Rust,R",0.5487,0.8624,0.6422,58.35,0.0767,1.6211,27.08,1,0,1,1,2.3297,0.1088,2131,5.84,0.7289,0.8086,1.3353,0.8321,1.0707,0.5046,1,standard
dev_312305,179,28,6,11,4,10,0.7359,2,2,Swift,"C,Go",0.4753,0.3258,0.1795,25.76,0.5744,1.9556,24.31,1,0,0,0,-1.7097,0.242,1468,4.02,0.1218,0.2944,0.6174,1.1158,2.3093,0.2504,0,standard
dev_281856,457,163,589,24,7,69,0.9634,6,2,Ruby,"Go,JavaScript,C++,Rust,Kotlin,Python",0.9221,0.8808,0.5881,66.32,0.7561,2.4042,64.32,0,1,1,0,3.1173,-0.2173,2556,7.01,0.5651,0.3853,1.2934,0.813,9.4169,0.5469,2,hybrid_low_vol_high_qual
dev_234438,42,5,11,17,2,6,0.447,4,0,Rust,"C++,Rust,Go,TypeScript",0.0402,0.6202,0.0013,5.0,0.8894,2.2266,0.0,0,0,0,1,1.5355,0.2076,1544,4.23,0.291,0.0,0.6748,1.4406,1.4363,0.3051,0,standard
dev_473101,1149,140,9,2,30,57,0.9789,4,3,Rust,"C,JavaScript,Go,Swift",0.5242,0.834,0.4275,52.02,0.327,1.0,53.72,0,0,1,0,0.3804,-0.1678,2044,5.6,0.5058,0.4895,0.8662,0.8575,2.6775,0.3708,0,standard
dev_686423,5400,1117,1180,21,42,46,1.9591,6,4,Ruby,"JavaScript,Ruby,C,Java,Scala,Elixir",0.899,0.846,0.8205,38.86,0.0034,3.1391,137.26,1,0,1,0,3.9335,-0.7033,1983,5.43,0.7698,1.1195,0.9825,1.0743,4.4779,0.6743,2,standard
dev_173647,11021,209,2309,69,25,29,2.4082,5,4,Ruby,"C,Ruby,Rust,Go,Scala",0.9828,0.8838,0.8106,68.3,0.1235,1.6517,81.3,1,1,1,1,2.8654,-0.4545,2310,6.33,0.6321,1.3761,0.9477,1.3261,0.4792,0.7544,2,standard
dev_728514,1397,488,17,52,33,55,1.8377,3,1,C++,"JavaScript,Java,Rust",0.4735,0.5555,0.5756,47.71,0.7576,1.6369,102.21,1,0,1,1,2.0389,-0.7241,845,2.32,0.999,0.4594,0.7312,1.1017,3.2148,0.5494,1,standard
dev_816173,309,230,45,31,4,41,0.7205,1,0,Swift,PHP,0.2338,0.0984,0.4889,39.1,0.8817,2.1655,27.32,1,1,0,1,-1.5409,-0.3285,245,0.67,0.5733,0.0,0.4389,0.9528,1.9884,0.453,0,standard
dev_237023,25,11,10,0,4,2,0.5141,1,2,Elixir,Python,0.0795,0.0597,0.0084,28.27,0.8727,1.7032,0.0,0,0,1,0,-0.0604,0.2468,1262,3.46,0.4493,0.2057,0.1496,1.161,3.9182,0.1931,0,standard
dev_559581,788,314,19,8,16,5,0.8167,3,2,Go,"PHP,Elixir,JavaScript",0.629,0.5765,0.4597,40.18,0.2777,1.2608,17.92,1,0,0,1,0.8305,0.0861,902,2.47,0.384,0.3267,0.823,1.6542,3.8912,0.404,1,standard
dev_558448,1161,340,74,72,29,48,1.6303,2,2,Swift,"Swift,C",0.6382,0.2875,0.7294,35.56,0.2595,1.0,13.6,0,1,1,1,2.1416,0.2308,2065,5.66,0.8054,0.6521,0.7338,1.1822,6.503,0.4849,1,boundary_1_2
dev_542367,4647,172,297,44,91,48,2.8256,7,3,Swift,"Ruby,Python,Kotlin,C++,R,Rust,Go",0.682,0.1888,0.9604,91.37,0.1403,2.3147,102.08,0,1,1,1,4.7236,-0.1345,2081,5.7,0.9467,1.4128,0.6651,1.2558,0.8401,0.6981,1,standard
dev_267146,102,42,17,5,2,6,0.6746,5,2,Go,"Scala,TypeScript,R,C++,Rust",0.631,0.3246,0.0945,9.93,0.9307,1.0494,20.66,0,0,1,1,-0.1602,0.5385,505,1.38,0.4879,0.2698,0.7339,1.0,2.163,0.2937,0,standard
dev_351982,13,0,14,40,10,19,1.5729,4,2,Swift,"Java,Elixir,Go,Rust",0.9,0.8493,0.7163,5.0,0.2876,1.2264,46.52,1,0,0,0,-1.2306,-0.165,182,0.5,0.7427,0.6292,3.0105,1.2914,0.0,0.4228,1,hybrid_low_vol_high_qual
dev_951692,158,9,5,8,6,5,0.6159,2,3,Scala,"Java,PHP",0.0798,0.1181,0.0517,52.05,0.8939,1.5834,3.01,1,1,1,0,2.1587,0.2164,1803,4.94,0.2926,0.308,0.1677,1.3917,1.0008,0.2946,0,standard
dev_829945,717,298,100,24,183,30,1.8287,6,4,Python,"Go,TypeScript,JavaScript,R,C++,Rust",0.4997,0.6158,0.7227,61.49,0.6309,2.1968,50.72,1,1,0,1,4.4093,-0.3858,2919,8.0,0.9353,1.0449,0.9182,1.5401,10.0,0.6254,2,hybrid_low_vol_high_qual
dev_415476,803,352,129,15,3,17,1.2473,3,1,Ruby,"TypeScript,Ruby,PHP",0.7998,0.6792,0.9265,50.56,0.7409,1.6036,53.62,0,1,1,0,-0.104,0.0789,2181,5.98,0.8911,0.3118,1.1629,1.0,10.0,0.4713,1,standard
dev_320119,217,18,11,0,1,5,1.4074,3,1,PHP,"Swift,PHP,Ruby",0.1145,0.7152,0.0206,38.83,0.9699,1.1542,43.14,0,0,1,0,-2.4649,0.236,753,2.07,0.2999,0.3519,0.5955,0.3562,0.6601,0.2693,0,standard
dev_937873,1451,427,105,53,12,25,2.596,4,2,JavaScript,"Python,PHP,Scala,JavaScript",0.7612,0.642,0.8339,81.4,0.0655,2.2976,76.97,1,1,1,1,3.5256,-0.4084,2760,7.56,0.3895,1.0384,0.9963,1.2712,8.7216,0.6384,0,standard
dev_303493,3772,851,117,14,17,31,0.9873,3,2,Kotlin,"Elixir,JavaScript,Kotlin",0.3996,0.0922,0.6868,19.18,0.1021,1.9316,12.5,1,1,1,1,1.9929,0.2112,2121,5.81,0.4579,0.3949,0.4352,0.9912,5.2124,0.5202,1,standard
dev_105881,108,16,85,2,17,41,0.7189,4,1,Python,"JavaScript,Scala,Elixir,C++",0.2598,0.2824,0.4163,50.65,0.2654,1.0,56.08,1,0,0,1,4.6058,0.6246,1116,3.06,0.866,0.1797,0.6591,0.7965,1.6287,0.3161,1,standard
dev_280428,375,17,84,28,5,24,1.4498,4,1,R,"TypeScript,Scala,R,Elixir",0.8446,0.4382,0.481,60.78,0.5913,1.8421,0.0,1,0,0,0,-0.0117,-0.0377,2128,5.83,0.4071,0.3624,0.9503,1.0823,0.9956,0.4308,1,standard
dev_464877,438,38,1,0,24,9,0.8709,1,0,Rust,PHP,0.3497,0.2683,0.1902,48.25,0.967,1.3079,37.89,0,0,0,0,-2.4155,-0.0982,910,2.5,0.4321,0.0,0.4354,1.3424,0.8466,0.1777,0,standard
dev_294742,37,7,43,4,2,9,1.1153,1,0,Ruby,PHP,0.2149,0.378,0.6042,64.68,0.5024,1.9653,33.64,0,1,0,0,-0.588,-0.1075,1610,4.41,0.3891,0.0,1.0621,0.8115,2.2607,0.4072,1,standard
dev_877780,482,143,51,2,0,4,1.8762,3,2,Go,"Elixir,C++,Go",0.6154,0.5571,0.4901,70.42,0.6549,1.3294,60.77,0,0,1,0,0.1138,-0.0275,1667,4.57,0.2959,0.7505,0.8829,0.6131,5.2227,0.3817,1,standard
dev_870710,1076,460,106,24,23,68,1.7884,4,4,Scala,"Ruby,JavaScript,Kotlin,C++",0.4157,0.5537,0.2857,64.17,0.2061,1.7816,61.82,1,0,1,1,-0.2284,-0.0883,2548,6.98,0.7904,1.0219,0.6099,0.9112,10.0,0.5611,1,standard
dev_539527,134,39,0,0,3,5,0.553,2,1,Rust,"Python,Ruby",0.2358,0.3806,0.2931,45.43,0.9598,1.0,0.0,1,0,1,0,-0.5963,0.2003,437,1.2,0.2631,0.1383,0.6211,0.7124,1.3483,0.244,0,standard
dev_572760,147,76,7,10,6,18,0.7894,5,3,C,"Go,R,Kotlin,Ruby,JavaScript",0.9288,0.444,0.4185,12.05,0.6867,1.3546,55.0,1,0,1,0,-0.0928,-0.1531,1881,5.16,0.1762,0.3947,1.1414,0.9457,9.3493,0.438,1,standard
dev_396768,761,532,141,17,43,20,2.3232,3,3,PHP,"Scala,Elixir,R",0.5202,0.9117,0.8765,46.71,0.6395,1.1562,26.2,0,1,1,0,3.1694,-0.3226,1760,4.82,0.8486,1.1616,1.1634,1.3299,10.0,0.6284,2,boundary_1_2
dev_452943,1314,564,102,93,262,22,1.8685,4,5,C++,"Rust,Kotlin,R,PHP",0.9013,0.7749,0.7178,90.46,0.5809,2.6852,37.63,0,1,1,1,1.9364,0.0269,2360,6.47,0.8464,1.1678,1.0927,1.8486,10.0,0.6669,2,hybrid_low_vol_high_qual
dev_188139,511,64,266,8,23,23,1.603,4,3,Go,"Ruby,Python,TypeScript,Rust",0.337,0.3544,0.0864,80.26,0.3695,1.8767,46.82,1,0,0,1,0.1754,0.2269,2300,6.3,0.7396,0.8015,0.4241,1.0767,3.0095,0.4015,2,hybrid_high_vol_low_qual
dev_962084,165,114,9,3,9,3,0.6569,1,0,JavaScript,C++,0.3516,0.033,0.3109,5.0,0.4008,1.1265,2.59,0,0,0,1,1.3196,0.062,733,2.01,0.4668,0.0,0.4066,1.5937,5.2955,0.2817,0,standard
dev_652175,8311,3555,131,18,65,27,2.2113,6,4,R,"Ruby,Python,TypeScript,Rust,Swift,Elixir",0.8337,0.723,0.994,31.9,0.1103,2.1703,116.8,0,0,0,0,1.0854,-0.2667,3206,8.79,0.872,1.2636,0.9178,1.3158,10.0,0.6376,2,standard
dev_642900,421,41,18,2,7,18,1.2394,3,1,Swift,"C++,Go,Rust",0.4464,0.2224,0.5551,35.12,0.1617,1.3284,68.48,1,0,0,0,1.1204,0.4059,1256,3.44,0.5177,0.3099,0.6338,0.7686,1.2987,0.3617,1,standard
dev_425996,500,58,1,6,5,18,1.4235,1,1,Java,PHP,0.095,0.2677,0.0687,44.46,0.3436,1.1594,15.53,0,0,0,1,2.1229,0.073,182,0.5,0.3496,0.3559,0.2473,0.8295,0.2311,0.3064,0,standard
